1E+07	-87.04723	-95.13736	-83.47881	-91.93244	-80.60037	-86.11623	-81.51528	-97.87975	-80.99433	-92.8968	-77.65764	-84.33498	-85.5097	-78.74475	-87.43156	-73.86365	-82.07887	-91.119	-85.45918	-78.84858	-83.94254	-81.3008	-84.57152	-81.00732	-85.2782	-84.56425	-77.90629	-81.84737	-82.64325	-83.8145	-81.8681	-82.38438
2E+07	-92.06915	-82.7462	-99.16721	-89.77475	-89.89011	-81.31814	-84.35838	-94.41926	-84.09962	-85.11956	-82.47125	-84.29585	-91.29971	-92.70337	-88.11348	-78.15026	-80.31673	-89.88939	-82.27726	-80.93304	-89.8373	-78.79036	-90.96351	-82.11552	-94.74847	-83.28094	-81.2758	-85.93715	-95.26557	-81.40576	-84.93486	-89.77455
3E+07	-84.27065	-85.50022	-82.00462	-90.6983	-94.30599	-85.87927	-89.71664	-85.88792	-98.42619	-80.44049	-88.17162	-77.36855	-83.75677	-91.96664	-82.58916	-80.47626	-80.72395	-84.65145	-81.20411	-94.48318	-77.86047	-81.55461	-88.06732	-80.52698	-80.15214	-89.31335	-79.70786	-81.56426	-81.79932	-82.17902	-93.80177	-78.36742
4E+07	-99.03515	-80.85822	-83.61761	-84.18086	-80.78209	-82.33698	-77.43842	-90.35823	-91.6575	-86.4464	-80.10108	-88.30741	-83.36691	-80.37976	-87.16434	-86.2138	-80.26781	-82.28173	-81.43016	-88.0829	-80.72678	-84.45367	-85.93018	-75.94224	-94.83158	-93.92389	-84.64293	-96.00188	-85.47557	-84.94488	-88.94767	-100.0413
5E+07	-85.86189	-89.72591	-87.25386	-91.99644	-84.4286	-91.07217	-90.48206	-89.06036	-85.58186	-76.44463	-82.76596	-88.92908	-77.99812	-87.51375	-80.89827	-90.71728	-79.11571	-91.62173	-86.21441	-83.95768	-81.783	-88.19793	-85.75405	-91.7639	-79.22913	-79.88362	-80.18929	-99.79392	-83.8932	-83.9156	-91.50444	-81.1412
6E+07	-83.46609	-89.0731	-91.34517	-81.19753	-79.76565	-80.15869	-86.54416	-80.82965	-89.67506	-98.21717	-86.29284	-77.16727	-80.61814	-85.10336	-82.69128	-86.68385	-83.2583	-76.20759	-82.4881	-93.40877	-89.3326	-89.03683	-84.82243	-87.37108	-81.46979	-81.66168	-88.39133	-87.87204	-86.51333	-84.57761	-85.34537	-90.10742
7E+07	-86.02093	-86.49741	-73.79516	-80.39986	-82.55736	-84.63583	-95.73883	-85.68436	-91.30318	-84.75852	-86.88011	-86.05137	-83.97688	-79.78575	-81.20309	-86.09689	-95.55088	-82.92511	-99.74534	-83.96683	-86.6491	-78.26267	-83.00839	-85.30182	-92.61453	-90.44419	-77.22991	-85.85587	-85.70843	-80.63242	-86.59664	-85.76656
8E+07	-81.87325	-80.87842	-81.54967	-83.2486	-82.44294	-94.19992	-85.98431	-103.1126	-80.20364	-82.22522	-99.20201	-87.27206	-78.80406	-85.57255	-82.67114	-84.40742	-81.56338	-88.72726	-81.45148	-81.64399	-81.67595	-86.17915	-88.26994	-80.54749	-79.00939	-82.59446	-81.4849	-85.72076	-88.0844	-78.39538	-86.90771	-76.88808
9E+07	-76.92204	-80.5817	-83.773	-79.22314	-83.09019	-83.27016	-87.8577	-81.66938	-86.47743	-79.98754	-85.70443	-85.9397	-85.36641	-85.30443	-79.52897	-88.58542	-80.43608	-83.41177	-83.95792	-84.01681	-88.24539	-89.7915	-79.09678	-78.78404	-83.71657	-83.39578	-88.51315	-77.81433	-81.49048	-79.42194	-80.83746	-81.30212
1E+08	-116.2136	-87.36514	-85.25898	-83.90643	-85.97231	-86.95433	-83.68722	-88.12679	-86.41933	-92.08371	-91.05	-83.3811	-81.44952	-80.18417	-80.44432	-83.61961	-80.21354	-80.07077	-90.49629	-83.88467	-89.5382	-86.41006	-85.11211	-83.88335	-87.49409	-93.10495	-86.76045	-84.01036	-85.90229	-90.67261	-94.6106	-83.93272
