SDD21_Lower	ILD_Upper	ILD_Lower	SDD11_Upper
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	1.934	-1.934	-5.68772879468577
NaN	1.936	-1.936	-5.67852613858999
NaN	1.938	-1.938	-5.66933845834475
NaN	1.94	-1.94	-5.66016570528764
NaN	1.942	-1.942	-5.65100783099303
NaN	1.944	-1.944	-5.64186478727056
NaN	1.946	-1.946	-5.63273652616364
NaN	1.948	-1.948	-5.62362299994787
NaN	1.95	-1.95	-5.61452416112963
NaN	1.952	-1.952	-5.60543996244453
NaN	1.954	-1.954	-5.59637035685596
NaN	1.956	-1.956	-5.58731529755366
NaN	1.958	-1.958	-5.57827473795219
NaN	1.96	-1.96	-5.56924863168958
NaN	1.962	-1.962	-5.56023693262586
NaN	1.964	-1.964	-5.55123959484162
NaN	1.966	-1.966	-5.54225657263667
NaN	1.968	-1.968	-5.53328782052861
NaN	1.97	-1.97	-5.52433329325142
NaN	1.972	-1.972	-5.51539294575416
NaN	1.974	-1.974	-5.50646673319955
NaN	1.976	-1.976	-5.49755461096264
NaN	1.978	-1.978	-5.48865653462949
NaN	1.98	-1.98	-5.47977245999579
NaN	1.982	-1.982	-5.47090234306561
NaN	1.984	-1.984	-5.46204614005006
NaN	1.986	-1.986	-5.45320380736597
NaN	1.988	-1.988	-5.44437530163464
NaN	1.99	-1.99	-5.43556057968054
NaN	1.992	-1.992	-5.42675959853008
NaN	1.994	-1.994	-5.41797231541028
NaN	1.996	-1.996	-5.40919868774761
NaN	1.998	-1.998	-5.40043867316669
NaN	2	-2	-5.39169222948908
NaN	2.002	-2.002	-5.38295931473206
NaN	2.004	-2.004	-5.37423988710746
NaN	2.006	-2.006	-5.36553390502037
NaN	2.008	-2.008	-5.35684132706805
NaN	2.01	-2.01	-5.34816211203867
NaN	2.012	-2.012	-5.33949621891021
NaN	2.014	-2.014	-5.33084360684921
NaN	2.016	-2.016	-5.32220423520969
NaN	2.018	-2.018	-5.31357806353199
NaN	2.02	-2.02	-5.30496505154159
NaN	2.022	-2.022	-5.29636515914802
NaN	2.024	-2.024	-5.28777834644375
NaN	2.026	-2.026	-5.27920457370304
NaN	2.028	-2.028	-5.27064380138088
NaN	2.03	-2.03	-5.26209599011185
NaN	2.032	-2.032	-5.25356110070907
NaN	2.034	-2.034	-5.24503909416312
NaN	2.036	-2.036	-5.23652993164094
NaN	2.038	-2.038	-5.22803357448481
NaN	2.04	-2.04	-5.21954998421126
NaN	2.042	-2.042	-5.21107912251003
NaN	2.044	-2.044	-5.20262095124308
NaN	2.046	-2.046	-5.19417543244347
NaN	2.048	-2.048	-5.18574252831443
NaN	2.05	-2.05	-5.17732220122827
NaN	2.052	-2.052	-5.16891441372544
NaN	2.054	-2.054	-5.16051912851347
NaN	2.056	-2.056	-5.15213630846601
NaN	2.058	-2.058	-5.14376591662185
NaN	2.06	-2.06	-5.1354079161839
NaN	2.062	-2.062	-5.12706227051829
NaN	2.064	-2.064	-5.11872894315335
NaN	2.066	-2.066	-5.11040789777865
NaN	2.068	-2.068	-5.1020990982441
NaN	2.07	-2.07	-5.09380250855896
NaN	2.072	-2.072	-5.08551809289094
NaN	2.074	-2.074	-5.07724581556525
NaN	2.076	-2.076	-5.06898564106366
NaN	2.078	-2.078	-5.06073753402364
NaN	2.08	-2.08	-5.0525014592374
NaN	2.082	-2.082	-5.04427738165101
NaN	2.084	-2.084	-5.03606526636352
NaN	2.086	-2.086	-5.02786507862603
NaN	2.088	-2.088	-5.01967678384085
NaN	2.09	-2.09	-5.01150034756059
NaN	2.092	-2.092	-5.00333573548732
NaN	2.094	-2.094	-4.99518291347168
NaN	2.096	-2.096	-4.98704184751206
NaN	2.098	-2.098	-4.97891250375369
NaN	2.1	-2.1	-4.97079484848786
NaN	2.102	-2.102	-4.96268884815105
NaN	2.104	-2.104	-4.95459446932408
NaN	2.106	-2.106	-4.94651167873131
NaN	2.108	-2.108	-4.93844044323983
NaN	2.11	-2.11	-4.93038072985861
NaN	2.112	-2.112	-4.9223325057377
NaN	2.114	-2.114	-4.91429573816746
NaN	2.116	-2.116	-4.90627039457771
NaN	2.118	-2.118	-4.89825644253699
NaN	2.12	-2.12	-4.89025384975172
NaN	2.122	-2.122	-4.88226258406548
NaN	2.124	-2.124	-4.87428261345817
NaN	2.126	-2.126	-4.8663139060453
NaN	2.128	-2.128	-4.85835643007719
NaN	2.13	-2.13	-4.85041015393821
NaN	2.132	-2.132	-4.84247504614604
NaN	2.134	-2.134	-4.83455107535092
NaN	2.136	-2.136	-4.8266382103349
NaN	2.138	-2.138	-4.81873642001112
NaN	2.14	-2.14	-4.81084567342305
NaN	2.142	-2.142	-4.80296593974377
NaN	2.144	-2.144	-4.79509718827527
NaN	2.146	-2.146	-4.7872393884477
NaN	2.148	-2.148	-4.77939250981868
NaN	2.15	-2.15	-4.77155652207259
NaN	2.152	-2.152	-4.76373139501986
NaN	2.154	-2.154	-4.75591709859627
NaN	2.156	-2.156	-4.74811360286226
NaN	2.158	-2.158	-4.74032087800225
NaN	2.16	-2.16	-4.73253889432395
NaN	2.162	-2.162	-4.72476762225768
NaN	2.164	-2.164	-4.71700703235569
NaN	2.166	-2.166	-4.7092570952915
NaN	2.168	-2.168	-4.70151778185924
NaN	2.17	-2.17	-4.69378906297298
NaN	2.172	-2.172	-4.68607090966608
NaN	2.174	-2.174	-4.67836329309051
NaN	2.176	-2.176	-4.67066618451625
NaN	2.178	-2.178	-4.66297955533064
NaN	2.18	-2.18	-4.65530337703768
NaN	2.182	-2.182	-4.6476376212575
NaN	2.184	-2.184	-4.63998225972563
NaN	2.186	-2.186	-4.63233726429243
NaN	2.188	-2.188	-4.62470260692248
NaN	2.19	-2.19	-4.6170782596939
NaN	2.192	-2.192	-4.60946419479782
NaN	2.194	-2.194	-4.60186038453769
NaN	2.196	-2.196	-4.59426680132875
NaN	2.198	-2.198	-4.58668341769736
NaN	2.2	-2.2	-4.57911020628048
NaN	2.202	-2.202	-4.57154713982499
NaN	2.204	-2.204	-4.56399419118717
NaN	2.206	-2.206	-4.55645133333211
NaN	2.208	-2.208	-4.54891853933307
NaN	NaN	NaN	-4.54139578237098
NaN	NaN	NaN	-4.53388303573382
NaN	NaN	NaN	-4.52638027281606
NaN	NaN	NaN	-4.51888746711811
NaN	NaN	NaN	-4.51140459224572
NaN	NaN	NaN	-4.50393162190949
NaN	NaN	NaN	-4.49646852992422
NaN	NaN	NaN	-4.48901529020847
NaN	NaN	NaN	-4.48157187678393
NaN	NaN	NaN	-4.47413826377488
NaN	NaN	NaN	-4.46671442540772
NaN	NaN	NaN	-4.45930033601036
NaN	NaN	NaN	-4.45189597001172
NaN	NaN	NaN	-4.4445013019412
NaN	NaN	NaN	-4.43711630642814
NaN	NaN	NaN	-4.42974095820132
NaN	NaN	NaN	-4.42237523208842
NaN	NaN	NaN	-4.41501910301551
NaN	NaN	NaN	-4.40767254600657
NaN	NaN	NaN	-4.40033553618291
NaN	NaN	NaN	-4.39300804876273
NaN	NaN	NaN	-4.3856900590606
NaN	NaN	NaN	-4.37838154248695
NaN	NaN	NaN	-4.37108247454757
NaN	NaN	NaN	-4.36379283084314
NaN	NaN	NaN	-4.35651258706872
NaN	NaN	NaN	-4.34924171901328
NaN	NaN	NaN	-4.34198020255921
NaN	NaN	NaN	-4.33472801368183
NaN	NaN	NaN	-4.32748512844892
NaN	NaN	NaN	-4.32025152302027
NaN	NaN	NaN	-4.31302717364715
NaN	NaN	NaN	-4.30581205667191
NaN	NaN	NaN	-4.29860614852747
NaN	NaN	NaN	-4.29140942573689
NaN	NaN	NaN	-4.28422186491287
NaN	NaN	NaN	-4.27704344275733
NaN	NaN	NaN	-4.26987413606095
NaN	NaN	NaN	-4.26271392170271
NaN	NaN	NaN	-4.25556277664943
NaN	NaN	NaN	-4.24842067795537
NaN	NaN	NaN	-4.24128760276176
NaN	NaN	NaN	-4.23416352829632
NaN	NaN	NaN	-4.22704843187292
NaN	NaN	NaN	-4.21994229089106
NaN	NaN	NaN	-4.21284508283547
NaN	NaN	NaN	-4.20575678527571
NaN	NaN	NaN	-4.19867737586569
NaN	NaN	NaN	-4.19160683234328
NaN	NaN	NaN	-4.1845451325299
NaN	NaN	NaN	-4.17749225433008
NaN	NaN	NaN	-4.17044817573104
NaN	NaN	NaN	-4.16341287480232
NaN	NaN	NaN	-4.1563863296953
NaN	NaN	NaN	-4.14936851864288
NaN	NaN	NaN	-4.14235941995899
NaN	NaN	NaN	-4.13535901203825
NaN	NaN	NaN	-4.12836727335555
NaN	NaN	NaN	-4.12138418246563
NaN	NaN	NaN	-4.11440971800272
NaN	NaN	NaN	-4.10744385868014
NaN	NaN	NaN	-4.10048658328989
NaN	NaN	NaN	-4.09353787070228
NaN	NaN	NaN	-4.08659769986555
NaN	NaN	NaN	-4.07966604980547
NaN	NaN	NaN	-4.07274289962498
NaN	NaN	NaN	-4.06582822850377
NaN	NaN	NaN	-4.05892201569797
NaN	NaN	NaN	-4.05202424053973
NaN	NaN	NaN	-4.04513488243685
NaN	NaN	NaN	-4.03825392087244
NaN	NaN	NaN	-4.03138133540451
NaN	NaN	NaN	-4.02451710566566
NaN	NaN	NaN	-4.01766121136266
NaN	NaN	NaN	-4.01081363227614
NaN	NaN	NaN	-4.0039743482602
NaN	NaN	NaN	-3.99714333924206
NaN	NaN	NaN	-3.99032058522173
NaN	NaN	NaN	-3.98350606627161
NaN	NaN	NaN	-3.97669976253621
NaN	NaN	NaN	-3.96990165423173
NaN	NaN	NaN	-3.96311172164576
NaN	NaN	NaN	-3.95632994513693
NaN	NaN	NaN	-3.94955630513457
NaN	NaN	NaN	-3.94279078213834
NaN	NaN	NaN	-3.93603335671796
NaN	NaN	NaN	-3.92928400951279
NaN	NaN	NaN	-3.92254272123158
NaN	NaN	NaN	-3.91580947265207
NaN	NaN	NaN	-3.90908424462071
NaN	NaN	NaN	-3.90236701805231
NaN	NaN	NaN	-3.89565777392973
NaN	NaN	NaN	-3.88895649330352
NaN	NaN	NaN	-3.88226315729165
NaN	NaN	NaN	-3.87557774707917
NaN	NaN	NaN	-3.86890024391786
NaN	NaN	NaN	-3.86223062912598
NaN	NaN	NaN	-3.85556888408789
NaN	NaN	NaN	-3.84891499025378
NaN	NaN	NaN	-3.84226892913936
NaN	NaN	NaN	-3.83563068232553
NaN	NaN	NaN	-3.82900023145807
NaN	NaN	NaN	-3.82237755824737
NaN	NaN	NaN	-3.8157626444681
NaN	NaN	NaN	-3.80915547195893
NaN	NaN	NaN	-3.80255602262218
NaN	NaN	NaN	-3.79596427842359
NaN	NaN	NaN	-3.789380221392
NaN	NaN	NaN	-3.78280383361902
NaN	NaN	NaN	-3.77623509725879
NaN	NaN	NaN	-3.76967399452766
NaN	NaN	NaN	-3.7631205077039
NaN	NaN	NaN	-3.75657461912745
NaN	NaN	NaN	-3.75003631119956
NaN	NaN	NaN	-3.74350556638259
NaN	NaN	NaN	-3.73698236719966
NaN	NaN	NaN	-3.73046669623444
NaN	NaN	NaN	-3.72395853613078
NaN	NaN	NaN	-3.71745786959251
NaN	NaN	NaN	-3.71096467938313
NaN	NaN	NaN	-3.70447894832555
NaN	NaN	NaN	-3.6980006593018
NaN	NaN	NaN	-3.69152979525276
NaN	NaN	NaN	-3.68506633917793
NaN	NaN	NaN	-3.6786102741351
NaN	NaN	NaN	-3.67216158324012
NaN	NaN	NaN	-3.66572024966664
NaN	NaN	NaN	-3.65928625664584
NaN	NaN	NaN	-3.65285958746614
NaN	NaN	NaN	-3.64644022547298
NaN	NaN	NaN	-3.64002815406855
NaN	NaN	NaN	-3.63362335671151
NaN	NaN	NaN	-3.62722581691678
NaN	NaN	NaN	-3.62083551825522
NaN	NaN	NaN	-3.61445244435344
NaN	NaN	NaN	-3.60807657889351
NaN	NaN	NaN	-3.60170790561273
NaN	NaN	NaN	-3.59534640830336
NaN	NaN	NaN	-3.58899207081239
NaN	NaN	NaN	-3.5826448770413
NaN	NaN	NaN	-3.5763048109458
NaN	NaN	NaN	-3.56997185653557
NaN	NaN	NaN	-3.56364599787407
NaN	NaN	NaN	-3.55732721907824
NaN	NaN	NaN	-3.55101550431831
NaN	NaN	NaN	-3.54471083781754
NaN	NaN	NaN	-3.53841320385197
NaN	NaN	NaN	-3.53212258675021
NaN	NaN	NaN	-3.5258389708932
NaN	NaN	NaN	-3.51956234071395
NaN	NaN	NaN	-3.51329268069735
NaN	NaN	NaN	-3.50702997537993
NaN	NaN	NaN	-3.50077420934959
NaN	NaN	NaN	-3.49452536724545
NaN	NaN	NaN	-3.48828343375753
NaN	NaN	NaN	-3.4820483936266
NaN	NaN	NaN	-3.47582023164393
NaN	NaN	NaN	-3.46959893265106
NaN	NaN	NaN	-3.46338448153959
NaN	NaN	NaN	-3.45717686325095
NaN	NaN	NaN	-3.45097606277619
NaN	NaN	NaN	-3.44478206515576
NaN	NaN	NaN	-3.43859485547928
NaN	NaN	NaN	-3.43241441888536
NaN	NaN	NaN	-3.42624074056134
NaN	NaN	NaN	-3.42007380574311
NaN	NaN	NaN	-3.4139135997149
NaN	NaN	NaN	-3.40776010780902
NaN	NaN	NaN	-3.40161331540572
NaN	NaN	NaN	-3.39547320793295
NaN	NaN	NaN	-3.38933977086613
NaN	NaN	NaN	-3.38321298972799
NaN	NaN	NaN	-3.37709285008831
NaN	NaN	NaN	-3.37097933756378
NaN	NaN	NaN	-3.36487243781775
NaN	NaN	NaN	-3.35877213656002
NaN	NaN	NaN	-3.35267841954671
NaN	NaN	NaN	-3.34659127257996
NaN	NaN	NaN	-3.34051068150783
NaN	NaN	NaN	-3.33443663222401
NaN	NaN	NaN	-3.32836911066772
NaN	NaN	NaN	-3.32230810282341
NaN	NaN	NaN	-3.31625359472067
NaN	NaN	NaN	-3.31020557243396
NaN	NaN	NaN	-3.30416402208244
NaN	NaN	NaN	-3.2981289298298
NaN	NaN	NaN	-3.29210028188405
NaN	NaN	NaN	-3.28607806449733
NaN	NaN	NaN	-3.28006226396573
NaN	NaN	NaN	-3.27405286662909
NaN	NaN	NaN	-3.26804985887083
NaN	NaN	NaN	-3.26205322711776
NaN	NaN	NaN	-3.2560629578399
NaN	NaN	NaN	-3.25007903755027
NaN	NaN	NaN	-3.24410145280475
NaN	NaN	NaN	-3.23813019020186
NaN	NaN	NaN	-3.23216523638262
NaN	NaN	NaN	-3.22620657803031
NaN	NaN	NaN	-3.22025420187037
NaN	NaN	NaN	-3.21430809467015
NaN	NaN	NaN	-3.20836824323879
NaN	NaN	NaN	-3.202434634427
NaN	NaN	NaN	-3.19650725512693
NaN	NaN	NaN	-3.19058609227193
NaN	NaN	NaN	-3.18467113283647
NaN	NaN	NaN	-3.17876236383587
NaN	NaN	NaN	-3.1728597723262
NaN	NaN	NaN	-3.16696334540409
NaN	NaN	NaN	-3.16107307020654
NaN	NaN	NaN	-3.15518893391078
NaN	NaN	NaN	-3.14931092373408
NaN	NaN	NaN	-3.1434390269336
NaN	NaN	NaN	-3.13757323080622
NaN	NaN	NaN	-3.13171352268837
NaN	NaN	NaN	-3.12585988995587
NaN	NaN	NaN	-3.12001232002376
NaN	NaN	NaN	-3.11417080034615
NaN	NaN	NaN	-3.10833531841605
NaN	NaN	NaN	-3.10250586176522
NaN	NaN	NaN	-3.09668241796399
NaN	NaN	NaN	-3.09086497462111
NaN	NaN	NaN	-3.0850535193836
NaN	NaN	NaN	-3.0792480399366
NaN	NaN	NaN	-3.07344852400317
NaN	NaN	NaN	-3.06765495934419
NaN	NaN	NaN	-3.06186733375818
NaN	NaN	NaN	-3.05608563508112
NaN	NaN	NaN	-3.05030985118635
NaN	NaN	NaN	-3.04453996998438
NaN	NaN	NaN	-3.03877597942274
NaN	NaN	NaN	-3.03301786748584
NaN	NaN	NaN	-3.02726562219482
NaN	NaN	NaN	-3.02151923160741
NaN	NaN	NaN	-3.01577868381773
NaN	NaN	NaN	-3.01004396695622
NaN	NaN	NaN	-3.00431506918942
NaN	NaN	NaN	-2.99859197871989
NaN	NaN	NaN	-2.992874683786
NaN	NaN	NaN	-2.98716317266184
NaN	NaN	NaN	-2.98145743365702
NaN	NaN	NaN	-2.97575745511659
NaN	NaN	NaN	-2.97006322542085
NaN	NaN	NaN	-2.96437473298522
NaN	NaN	NaN	-2.9586919662601
NaN	NaN	NaN	-2.95301491373074
NaN	NaN	NaN	-2.94734356391709
NaN	NaN	NaN	-2.94167790537365
NaN	NaN	NaN	-2.93601792668935
NaN	NaN	NaN	-2.9303636164874
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
