1E+07	3.462997	-9.147812	-55.32846	-63.76372	-5.265297	-1.855309	-64.41994	-60.28349
2E+07	5.995369	-5.696991	-50.20819	-69.53138	5.829094	12.21368	-63.4258	-63.75993
3E+07	3.058846	-6.99955	-51.7184	-64.33167	-2.283562	2.230408	-62.86111	-63.68562
4E+07	3.298759	-5.780502	-51.9841	-59.46663	0.7448654	2.825111	-60.79081	-79.22648
5E+07	-5.686592	-5.982086	-50.14102	-58.0756	-1.127602	6.108841	-56.44847	-60.46025
6E+07	0.01393127	3.492058	-49.98483	-54.56928	0.01337433	-3.983749	-53.52451	-58.06794
7E+07	24.34474	14.17158	-49.49784	-56.80404	-7.279755	8.9869	-56.94977	-59.52792
8E+07	0.971344	10.97546	-52.33847	-56.94452	-5.801605	4.133667	-58.02462	-68.69414
9E+07	-1.652626	1.484344	-51.78835	-52.96645	-7.153824	14.63362	-54.51569	-74.60287
1E+08	11.24151	1.885872	-51.37793	-53.67039	7.286537	3.483063	-54.49931	-67.64975
1.1E+08	4.585762	22.39606	-52.88665	-53.46587	9.876091	14.22304	-53.36334	-70.88837
1.2E+08	5.106827	8.158478	-53.60878	-51.3639	-3.12603	10.54456	-53.77356	-67.52645
1.3E+08	6.569969	-0.7660141	-52.69942	-51.1759	2.607986	-1.12471	-53.13804	-63.95361
1.4E+08	10.84531	1.233414	-51.84184	-49.33615	9.768509	-0.8730011	-50.19206	-59.14809
1.5E+08	-0.06181335	17.95869	-52.19134	-48.66559	-7.757362	21.12421	-51.41014	-65.2251
1.6E+08	1.731956	4.378693	-51.90281	-47.36649	-0.4998627	13.0152	-50.97094	-65.94023
1.7E+08	9.039337	5.504646	-51.6007	-47.049	4.28463	12.10256	-51.97219	-70.06142
1.8E+08	2.887566	13.18864	-52.67941	-47.46872	3.71685	12.45108	-49.85086	-60.96574
1.9E+08	5.527977	-3.791817	-51.47781	-45.99564	9.575989	6.548409	-48.47174	-57.66508
2E+08	-1.713158	7.154167	-52.09808	-46.62467	7.836441	5.433357	-49.23035	-62.49914
2.1E+08	11.42741	4.508057	-52.4612	-45.6868	6.973282	12.14703	-49.75785	-62.49374
2.2E+08	0.6683197	3.73558	-53.60887	-45.69938	2.728897	-3.21257	-49.2624	-67.1848
2.3E+08	10.04377	3.102173	-52.90944	-45.39964	8.08326	3.75985	-46.7633	-56.70631
2.4E+08	5.305305	-2.76516	-50.83073	-44.58732	15.58233	10.21758	-45.37843	-56.64978
2.5E+08	2.308723	9.253975	-51.53023	-45.01499	5.231377	6.431351	-46.92574	-63.58469
2.6E+08	1.482948	-2.04361	-49.23767	-44.86716	6.927273	5.050453	-47.25272	-64.00841
2.7E+08	3.708588	6.692245	-51.2787	-43.51868	11.38557	10.50266	-45.87438	-59.14135
2.8E+08	7.636253	2.927864	-49.81485	-43.21877	11.48753	14.7144	-45.03851	-55.39056
2.9E+08	2.293816	7.932236	-49.88622	-43.2869	8.322922	15.1087	-45.00916	-54.76826
3E+08	3.344093	8.252121	-48.36132	-42.62533	10.78122	14.68694	-45.50659	-57.59417
3.1E+08	6.63591	37.7094	-48.03749	-42.21061	9.635872	14.89043	-45.37811	-60.3462
3.2E+08	15.64477	1.238022	-49.58215	-41.30717	17.29613	6.272453	-43.41535	-55.7919
3.3E+08	9.105659	12.00872	-48.67157	-40.90115	8.919228	11.5154	-42.83997	-51.2584
3.4E+08	0.7306366	11.74552	-46.55607	-40.55265	10.40392	14.27253	-43.04358	-51.70111
3.5E+08	6.145012	1.8433	-46.23789	-40.76286	10.98006	8.760235	-43.78502	-53.32021
3.6E+08	14.91605	9.024017	-46.95408	-39.97313	12.56225	18.84573	-43.28524	-53.41566
3.7E+08	11.54128	12.71588	-46.73089	-39.96913	6.297653	12.17867	-42.20561	-51.39935
3.8E+08	4.517715	6.273865	-45.87605	-39.57964	6.788486	18.09785	-41.76193	-50.78219
3.9E+08	14.31581	18.0676	-44.9222	-39.15464	15.14606	12.09612	-42.34623	-52.56696
4E+08	8.483028	11.29477	-44.90889	-39.03638	9.097687	7.457577	-43.03064	-54.3273
4.1E+08	2.504852	13.19741	-45.8969	-38.61166	15.63823	16.62774	-41.94857	-52.56205
4.2E+08	3.397186	18.44581	-45.92666	-38.37447	6.909904	16.59866	-40.78236	-51.23708
4.3E+08	11.95329	23.59404	-44.13806	-38.72065	10.23483	6.194736	-40.49233	-51.88637
4.4E+08	7.97982	5.567444	-44.22758	-38.98707	18.99293	8.183079	-41.49259	-51.379
4.5E+08	5.925377	6.566189	-44.46236	-38.44778	13.53033	5.114429	-41.74659	-51.73677
4.6E+08	7.125332	6.730507	-45.63569	-38.16307	14.97762	10.11473	-40.36443	-51.19269
4.7E+08	10.54555	6.831352	-45.95761	-37.93739	9.457375	14.31782	-39.90873	-50.72721
4.8E+08	11.71421	16.5476	-44.22891	-37.9642	6.300919	6.798676	-39.96318	-48.81969
4.9E+08	6.745731	2.957981	-42.40556	-37.62747	13.39238	13.57115	-40.21322	-48.66031
5E+08	6.725086	5.722012	-41.89206	-37.67223	11.70197	6.743568	-40.08074	-48.65461
5.1E+08	11.01439	7.521049	-43.10807	-37.37844	6.680992	16.18139	-39.23985	-49.73013
5.2E+08	7.121304	17.66896	-43.95871	-37.18837	17.42943	13.51826	-38.96272	-48.13042
5.3E+08	7.222263	6.134712	-42.38134	-36.68422	8.459919	9.384258	-39.3318	-48.80492
5.4E+08	4.262123	11.04748	-41.53051	-36.66314	11.09686	9.544518	-39.44938	-48.01709
5.5E+08	9.901436	9.106201	-41.50224	-36.35788	12.89899	20.52344	-39.29096	-48.17599
5.6E+08	10.89342	7.291611	-43.21781	-36.30171	5.004726	10.29889	-38.26367	-47.89373
5.7E+08	4.539303	10.28191	-42.7361	-36.25862	1.698639	15.18053	-38.24892	-47.40615
5.8E+08	10.87873	16.54045	-41.98943	-36.14362	2.415798	16.04509	-38.4121	-47.56734
5.9E+08	14.46396	10.45623	-40.6786	-35.69152	9.727859	13.05671	-38.39676	-47.05535
