SDD21_Lower	SDD11_Upper	ILD_Upper	ILD_Lower	NEXT_Upper	FEXT_Upper	SDD21_offset
-10.27	-7.85271172933446	1.558	-1.558	-1	-1	.853576
-10.27	-7.84789210159466	1.56	-1.56	-1	-1	.854447
-10.27	-7.84307806183469	1.562	-1.562	-1	-1	.856413
-10.27	-7.83826959066304	1.564	-1.564	-1	-1	.859893
-10.27	-7.83346666880007	1.566	-1.566	-1	-1	.859972
-10.27	-7.82866927707716	1.568	-1.568	-1	-1	.861245
-10.27	-7.82387739643578	1.57	-1.57	-1	-1	.861899
-10.27	-7.81909100792663	1.572	-1.572	-1	-1	.865824
-10.27	-7.81431009270873	1.574	-1.574	-1	-1	.866948
-10.27	-7.80953463204861	1.576	-1.576	-1	-1	.868939
-10.27	-7.80476460731939	1.578	-1.578	-1	-1	.871179
-10.27	-7.8	1.58	-1.58	-1	-1	.872822
-10.27	-7.79524079167427	1.582	-1.582	-1	-1	.873718
-10.27	-7.79048696403016	1.584	-1.584	-1	-1	.87691
-10.27	-7.7857384988589	1.586	-1.586	-1	-1	.877851
-10.27	-7.7809953780542	1.588	-1.588	-1	-1	.879817
-10.27	-7.77625758361143	1.59	-1.59	-1	-1	.881865
-10.27	-7.7715250976268	1.592	-1.592	-1	-1	.882102
-10.27	-7.76679790229665	1.594	-1.594	-1	-1	.883948
-10.27	-7.76207597991658	1.596	-1.596	-1	-1	.886271
-10.27	-7.75735931288072	1.598	-1.598	-1	-1	.887683
-10.27	-7.75264788368094	1.6	-1.6	-1	-1	.887686
-10.27	-7.74794167490614	1.602	-1.602	-1	-1	.890352
-10.27	-7.74324066924145	1.604	-1.604	-1	-1	.892148
-10.27	-7.7385448494675	1.606	-1.606	-1	-1	.893274
-10.27	-7.73385419845969	1.608	-1.608	-1	-1	.894551
-10.27	-7.72916869918748	1.61	-1.61	-1	-1	.896013
-10.27	-7.72448833471361	1.612	-1.612	-1	-1	.89717
-10.27	-7.71981308819346	1.614	-1.614	-1	-1	.898113
-10.27	-7.71514294287429	1.616	-1.616	-1	-1	.898135
-10.27	-7.71047788209456	1.618	-1.618	-1	-1	.900856
-10.27	-7.70581788928322	1.62	-1.62	-1	-1	.900893
-10.27	-7.70116294795906	1.622	-1.622	-1	-1	.901202
-10.27	-7.69651304173	1.624	-1.624	-1	-1	.903257
-10.27	-7.6918681542924	1.626	-1.626	-1	-1	.904134
-10.27	-7.68722826943043	1.628	-1.628	-1	-1	.905844
-10.27	-7.68259337101542	1.63	-1.63	-1	-1	.905538
-10.27	-7.67796344300514	1.632	-1.632	-1	-1	.907581
-10.27	-7.67333846944321	1.634	-1.634	-1	-1	.907579
-10.27	-7.66871843445846	1.636	-1.636	-1	-1	.909328
-10.27	-7.66410332226424	1.638	-1.638	-1	-1	.910635
-10.27	-7.65949311715786	1.64	-1.64	-1	-1	.911494
-10.27	-7.65488780351991	1.642	-1.642	-1	-1	.913466
-10.27	-7.65028736581369	1.644	-1.644	-1	-1	.915064
-10.27	-7.64569178858455	1.646	-1.646	-1	-1	.916107
-10.27	-7.64110105645933	1.648	-1.648	-1	-1	.91743
-10.27	-7.63651515414571	1.65	-1.65	-1	-1	.918857
-10.27	-7.63193406643169	1.652	-1.652	-1	-1	.919782
-10.27	-7.62735777818491	1.654	-1.654	-1	-1	.920171
-10.27	-7.62278627435214	1.656	-1.656	-1	-1	.921901
-10.27	-7.61821953995867	1.658	-1.658	-1	-1	.922413
-10.27	-7.61365756010774	1.66	-1.66	-1	-1	.923363
-10.27	-7.60910031997997	1.662	-1.662	-1	-1	.924268
-10.27	-7.60454780483282	1.664	-1.664	-1	-1	.925526
-10.27	-7.6	1.666	-1.666	-1	-1	.928615
-10.27	-7.59545689089095	1.668	-1.668	-1	-1	.929648
-10.27	-7.59091846299028	1.67	-1.67	-1	-1	.930324
-10.27	-7.58638470185722	1.672	-1.672	-1	-1	.932116
-10.27	-7.5818555931251	1.674	-1.674	-1	-1	.933854
-10.27	-7.5773311225008	1.676	-1.676	-1	-1	.933909
-10.27	-7.57281127576427	1.678	-1.678	-1	-1	.934365
-10.27	-7.56829603876793	1.68	-1.68	-1	-1	.936234
-10.27	-7.56378539743623	1.682	-1.682	-1	-1	.936369
-10.27	-7.5592793377651	1.684	-1.684	-1	-1	.937847
-10.27	-7.55477784582143	1.686	-1.686	-1	-1	.938939
-10.27	-7.5502809077426	1.688	-1.688	-1	-1	.941048
-10.27	-7.54578850973598	1.69	-1.69	-1	-1	.942011
-10.27	-7.54130063807841	1.692	-1.692	-1	-1	.943013
-10.27	-7.53681727911572	1.694	-1.694	-1	-1	.945128
-10.27	-7.53233841926226	1.696	-1.696	-1	-1	.946701
-10.27	-7.52786404500042	1.698	-1.698	-1	-1	.947647
NaN	-7.52339414288012	1.7	-1.7	-1	-1	.949822
NaN	-7.51892869951838	1.702	-1.702	-1	-1	.950483
NaN	-7.51446770159884	1.704	-1.704	-1	-1	.951726
NaN	-7.51001113587127	1.706	-1.706	-1	-1	.953265
NaN	-7.50555898915115	1.708	-1.708	-1	-1	.954123
NaN	-7.5011112483192	1.71	-1.71	-1	-1	.954808
NaN	-7.49666790032092	1.712	-1.712	-1	-1	.956261
NaN	-7.49222893216614	1.714	-1.714	-1	-1	.956878
NaN	-7.48779433092861	1.716	-1.716	-1	-1	.958408
NaN	-7.48336408374551	1.718	-1.718	-1	-1	.961094
NaN	-7.47893817781707	1.72	-1.72	-1	-1	.961022
NaN	-7.4745166004061	1.722	-1.722	-1	-1	.963054
NaN	-7.47009933883755	1.724	-1.724	-1	-1	.965843
NaN	-7.46568638049815	1.726	-1.726	-1	-1	.968632
NaN	-7.46127771283591	1.728	-1.728	-1	-1	.96931
NaN	-7.45687332335978	1.73	-1.73	-1	-1	.970973
NaN	-7.45247319963917	1.732	-1.732	-1	-1	.97189
NaN	-7.44807732930358	1.734	-1.734	-1	-1	.972683
NaN	-7.44368570004219	1.736	-1.736	-1	-1	.975087
NaN	-7.43929829960345	1.738	-1.738	-1	-1	.975752
NaN	-7.43491511579467	1.74	-1.74	-1	-1	.977818
NaN	-7.43053613648166	1.742	-1.742	-1	-1	.980035
NaN	-7.42616134958829	1.744	-1.744	-1	-1	.98098
NaN	-7.42179074309616	1.746	-1.746	-1	-1	.982248
NaN	-7.41742430504416	1.748	-1.748	-1	-1	.984313
NaN	-7.41306202352811	1.75	-1.75	-1	-1	.987585
NaN	-7.4087038867004	1.752	-1.752	-1	-1	.987751
NaN	-7.40434988276958	1.754	-1.754	-1	-1	.991142
NaN	-7.4	1.756	-1.756	-1	-1	.992581
NaN	-7.39565422671147	1.758	-1.758	-1	-1	.994028
NaN	-7.39131255127884	1.76	-1.76	-1	-1	.995831
NaN	-7.38697496213168	1.762	-1.762	-1	-1	.99666
NaN	-7.38264144775392	1.764	-1.764	-1	-1	.997427
NaN	-7.37831199668346	1.766	-1.766	-1	-1	.999055
NaN	-7.37398659751185	1.768	-1.768	-1	-1	1.000542
NaN	-7.36966523888391	1.77	-1.77	-1	-1	1.000334
NaN	-7.36534790949741	1.772	-1.772	-1	-1	1.002975
NaN	-7.36103459810272	1.774	-1.774	-1	-1	1.004517
NaN	-7.35672529350244	1.776	-1.776	-1	-1	1.005897
NaN	-7.3524199845511	1.778	-1.778	-1	-1	1.008433
NaN	-7.3481186601548	1.78	-1.78	-1	-1	1.010021
NaN	-7.34382130927087	1.782	-1.782	-1	-1	1.011407
NaN	-7.33952792090758	1.784	-1.784	-1	-1	1.012511
NaN	-7.33523848412376	1.786	-1.786	-1	-1	1.015265
NaN	-7.3309529880285	1.788	-1.788	-1	-1	1.015485
NaN	-7.32667142178083	1.79	-1.79	-1	-1	1.017647
NaN	-7.3223937745894	1.792	-1.792	-1	-1	1.019227
NaN	-7.31812003571215	1.794	-1.794	-1	-1	1.02159
NaN	-7.31385019445601	1.796	-1.796	-1	-1	1.021365
NaN	-7.30958424017657	1.798	-1.798	-1	-1	1.022239
NaN	-7.3053221622778	1.8	-1.8	-1	-1	1.02385
NaN	-7.30106395021171	1.802	-1.802	-1	-1	1.025356
NaN	-7.29680959347806	1.804	-1.804	-1	-1	1.025798
NaN	-7.29255908162407	1.806	-1.806	-1	-1	1.02777
NaN	-7.2883124042441	1.808	-1.808	-1	-1	1.029111
NaN	-7.28406955097936	1.81	-1.81	-1	-1	1.031511
NaN	-7.27983051151762	1.812	-1.812	-1	-1	1.03231
NaN	-7.27559527559291	1.814	-1.814	-1	-1	1.03317
NaN	-7.27136383298524	1.816	-1.816	-1	-1	1.032771
NaN	-7.26713617352031	1.818	-1.818	-1	-1	1.033336
NaN	-7.2629122870692	1.82	-1.82	-1	-1	1.034323
NaN	-7.25869216354812	1.822	-1.822	-1	-1	1.035841
NaN	-7.25447579291813	1.824	-1.824	-1	-1	1.037812
NaN	-7.25026316518483	1.826	-1.826	-1	-1	1.038546
NaN	-7.24605427039811	1.828	-1.828	-1	-1	1.041075
NaN	-7.24184909865187	1.83	-1.83	-1	-1	1.04013
NaN	-7.23764764008374	1.832	-1.832	-1	-1	1.041628
NaN	-7.23344988487481	1.834	-1.834	-1	-1	1.043153
NaN	-7.22925582324937	1.836	-1.836	-1	-1	1.043505
NaN	-7.22506544547467	1.838	-1.838	-1	-1	1.045442
NaN	-7.22087874186059	1.84	-1.84	-1	-1	1.046697
NaN	-7.21669570275944	1.842	-1.842	-1	-1	1.048511
NaN	-7.21251631856567	1.844	-1.844	-1	-1	1.048886
NaN	-7.20834057971562	1.846	-1.846	-1	-1	1.051117
NaN	-7.20416847668728	1.848	-1.848	-1	-1	1.051652
NaN	-7.2	1.85	-1.85	-1	-1	1.053093
NaN	-7.19583514021427	1.852	-1.852	-1	-1	1.054295
NaN	-7.19167388793148	1.854	-1.854	-1	-1	1.055283
NaN	-7.18751623379361	1.856	-1.856	-1	-1	1.056575
NaN	-7.18336216848308	1.858	-1.858	-1	-1	1.057408
NaN	-7.17921168272242	1.86	-1.86	-1	-1	1.058943
NaN	-7.17506476727407	1.862	-1.862	-1	-1	1.059128
NaN	-7.17092141294015	1.864	-1.864	-1	-1	1.061855
NaN	-7.16678161056217	1.866	-1.866	-1	-1	1.062068
NaN	-7.16264535102087	1.868	-1.868	-1	-1	1.064216
NaN	-7.15851262523592	1.87	-1.87	-1	-1	1.066187
NaN	-7.15438342416571	1.872	-1.872	-1	-1	1.06738
NaN	-7.15025773880714	1.874	-1.874	-1	-1	1.068318
NaN	-7.14613556019536	1.876	-1.876	-1	-1	1.069961
NaN	-7.14201687940355	1.878	-1.878	-1	-1	1.070716
NaN	-7.13790168754271	1.88	-1.88	-1	-1	1.072161
NaN	-7.13378997576142	1.882	-1.882	-1	-1	1.073222
NaN	-7.12968173524563	1.884	-1.884	-1	-1	1.075209
NaN	-7.12557695721842	1.886	-1.886	-1	-1	1.075748
NaN	-7.12147563293981	1.888	-1.888	-1	-1	1.078032
NaN	-7.11737775370652	1.89	-1.89	-1	-1	1.078342
NaN	-7.11328331085175	1.892	-1.892	-1	-1	1.080509
NaN	-7.10919229574501	1.894	-1.894	-1	-1	1.082425
NaN	-7.10510469979183	1.896	-1.896	-1	-1	1.083018
NaN	-7.10102051443364	1.898	-1.898	-1	-1	1.083816
NaN	-7.0969397311475	1.9	-1.9	-1	-1	1.085436
NaN	-7.09286234144588	1.902	-1.902	-1	-1	1.086987
NaN	-7.08878833687653	1.904	-1.904	-1	-1	1.08786
NaN	-7.0847177090222	1.906	-1.906	-1	-1	1.08908
NaN	-7.08065044950046	1.908	-1.908	-1	-1	1.091233
NaN	-7.07658654996353	1.91	-1.91	-1	-1	1.093519
NaN	-7.07252600209803	1.912	-1.912	-1	-1	1.094576
NaN	-7.06846879762482	1.914	-1.914	-1	-1	1.095936
NaN	-7.06441492829877	1.916	-1.916	-1	-1	1.098157
NaN	-7.06036438590861	1.918	-1.918	-1	-1	1.098676
NaN	-7.05631716227669	1.92	-1.92	-1	-1	1.099016
NaN	-7.05227324925881	1.922	-1.922	-1	-1	1.102233
NaN	-7.04823263874402	1.924	-1.924	-1	-1	1.103164
NaN	-7.04419532265445	1.926	-1.926	-1	-1	1.105615
NaN	-7.0401612929451	1.928	-1.928	-1	-1	1.107429
NaN	-7.03613054160366	1.93	-1.93	-1	-1	1.109213
NaN	-7.03210306065031	1.932	-1.932	-1	-1	1.108995
NaN	-7.02807884213758	1.934	-1.934	-1	-1	1.110701
NaN	-7.02405787815011	1.936	-1.936	-1	-1	1.112188
NaN	-7.02004016080451	1.938	-1.938	-1	-1	1.113118
NaN	-7.01602568224915	1.94	-1.94	-1	-1	1.114367
NaN	-7.01201443466403	1.942	-1.942	-1	-1	1.115618
NaN	-7.00800641026053	1.944	-1.944	-1	-1	1.116772
NaN	-7.00400160128128	1.946	-1.946	-1	-1	1.117738
NaN	-7	1.948	-1.948	-1	-1	1.120899
NaN	-6.99600159872128	1.95	-1.95	-1	-1	1.120606
NaN	-6.99200638978043	1.952	-1.952	-1	-1	1.121568
NaN	-6.98801436554333	1.954	-1.954	-1	-1	1.123491
NaN	-6.98402551840622	1.956	-1.956	-1	-1	1.12623
NaN	-6.98003984079555	1.958	-1.958	-1	-1	1.125421
NaN	-6.97605732516781	1.96	-1.96	-1	-1	1.12823
NaN	-6.97207796400939	1.962	-1.962	-1	-1	1.129389
NaN	-6.96810174983635	1.964	-1.964	-1	-1	1.130789
NaN	-6.96412867519433	1.966	-1.966	-1	-1	1.133108
NaN	-6.96015873265834	1.968	-1.968	-1	-1	1.133605
NaN	-6.9561919148326	1.97	-1.97	-1	-1	1.134942
NaN	-6.95222821435041	1.972	-1.972	-1	-1	1.135596
NaN	-6.94826762387396	1.974	-1.974	-1	-1	1.137279
NaN	-6.94431013609418	1.976	-1.976	-1	-1	1.137996
NaN	-6.94035574373059	1.978	-1.978	-1	-1	1.140012
NaN	-6.93640443953113	1.98	-1.98	-1	-1	1.141187
NaN	-6.93245621627203	1.982	-1.982	-1	-1	1.143529
NaN	-6.92851106675761	1.984	-1.984	-1	-1	1.144709
NaN	-6.92456898382019	1.986	-1.986	-1	-1	1.145559
NaN	-6.92062996031988	1.988	-1.988	-1	-1	1.147347
NaN	-6.91669398914447	1.99	-1.99	-1	-1	1.14908
NaN	-6.91276106320924	1.992	-1.992	-1	-1	1.150239
NaN	-6.90883117545686	1.994	-1.994	-1	-1	1.150567
NaN	-6.9049043188572	1.996	-1.996	-1	-1	1.152153
NaN	-6.90098048640722	1.998	-1.998	-1	-1	1.153392
NaN	-6.89705967113077	2	-2	-1	-1	1.154728
NaN	-6.89314186607852	2.002	-2.002	-1	-1	1.156677
NaN	-6.88922706432774	2.004	-2.004	-1	-1	1.157171
NaN	-6.88531525898223	2.006	-2.006	-1	-1	1.158506
NaN	-6.88140644317211	2.008	-2.008	-1	-1	1.159951
NaN	-6.87750061005372	2.01	-2.01	-1	-1	1.160759
NaN	-6.87359775280948	2.012	-2.012	-1	-1	1.163996
NaN	-6.86969786464774	2.014	-2.014	-1	-1	1.164065
NaN	-6.86580093880263	2.016	-2.016	-1	-1	1.166777
NaN	-6.86190696853395	2.018	-2.018	-1	-1	1.168732
NaN	-6.85801594712702	2.02	-2.02	-1	-1	1.168121
NaN	-6.85412786789256	2.022	-2.022	-1	-1	1.169092
NaN	-6.85024272416651	2.024	-2.024	-1	-1	1.171317
NaN	-6.84636050930995	2.026	-2.026	-1	-1	1.172381
NaN	-6.84248121670895	2.028	-2.028	-1	-1	1.173916
NaN	-6.83860483977442	2.03	-2.03	-1	-1	1.174978
NaN	-6.83473137194202	2.032	-2.032	-1	-1	1.175714
NaN	-6.83086080667197	2.034	-2.034	-1	-1	1.175603
NaN	-6.82699313744897	2.036	-2.036	-1	-1	1.17729
NaN	-6.82312835778209	2.038	-2.038	-1	-1	1.179992
NaN	-6.81926646120455	2.04	-2.04	-1	-1	1.179318
NaN	-6.81540744127371	2.042	-2.042	-1	-1	1.181603
NaN	-6.81155129157086	2.044	-2.044	-1	-1	1.183576
NaN	-6.80769800570113	2.046	-2.046	-1	-1	1.184956
NaN	-6.80384757729337	2.048	-2.048	-1	-1	1.186339
NaN	-6.8	2.05	-2.05	-1	-1	1.186976
NaN	-6.79615526749692	2.052	-2.052	-1	-1	1.188964
NaN	-6.79231337348338	2.054	-2.054	-1	-1	1.188885
NaN	-6.78847431168185	2.056	-2.056	-1	-1	1.191048
NaN	-6.78463807583788	2.058	-2.058	-1	-1	1.192356
NaN	-6.78080465972004	2.06	-2.06	-1	-1	1.19319
NaN	-6.77697405711976	2.062	-2.062	-1	-1	1.194995
NaN	-6.77314626185121	2.064	-2.064	-1	-1	1.196288
NaN	-6.76932126775119	2.066	-2.066	-1	-1	1.197998
NaN	-6.76549906867904	2.068	-2.068	-1	-1	1.199576
NaN	-6.76167965851648	2.07	-2.07	-1	-1	1.199713
NaN	-6.75786303116754	2.072	-2.072	-1	-1	1.202089
NaN	-6.7540491805584	2.074	-2.074	-1	-1	1.205158
NaN	-6.75023810063733	2.076	-2.076	-1	-1	1.20669
NaN	-6.74642978537452	2.078	-2.078	-1	-1	1.206052
NaN	-6.74262422876203	2.08	-2.08	-1	-1	1.207378
NaN	-6.73882142481364	2.082	-2.082	-1	-1	1.207287
NaN	-6.73502136756473	2.084	-2.084	-1	-1	1.209924
NaN	-6.7312240510722	2.086	-2.086	-1	-1	1.209852
NaN	-6.72742946941437	2.088	-2.088	-1	-1	1.211071
NaN	-6.72363761669083	2.09	-2.09	-1	-1	1.213152
NaN	-6.71984848702237	2.092	-2.092	-1	-1	1.214098
NaN	-6.71606207455084	2.094	-2.094	-1	-1	1.216921
NaN	-6.71227837343909	2.096	-2.096	-1	-1	1.218743
NaN	-6.70849737787082	2.098	-2.098	-1	-1	1.220462
NaN	-6.70471908205051	2.1	-2.1	-1	-1	1.221259
NaN	-6.70094348020329	2.102	-2.102	-1	-1	1.222521
NaN	-6.69717056657486	2.104	-2.104	-1	-1	1.223981
NaN	-6.69340033543136	2.106	-2.106	-1	-1	1.223825
NaN	-6.6896327810593	2.108	-2.108	-1	-1	1.225094
NaN	-6.68586789776543	2.11	-2.11	-1	-1	1.227352
NaN	-6.68210567987667	2.112	-2.112	-1	-1	1.227075
NaN	-6.67834612173997	2.114	-2.114	-1	-1	1.227149
NaN	-6.67458921772226	2.116	-2.116	-1	-1	1.229632
NaN	-6.67083496221031	2.118	-2.118	-1	-1	1.230372
NaN	-6.66708334961065	2.12	-2.12	-1	-1	1.232298
NaN	-6.66333437434947	2.122	-2.122	-1	-1	1.233139
NaN	-6.65958803087252	2.124	-2.124	-1	-1	1.235924
NaN	-6.65584431364505	2.126	-2.126	-1	-1	1.2366
NaN	-6.65210321715163	2.128	-2.128	-1	-1	1.238376
NaN	-6.64836473589614	2.13	-2.13	-1	-1	1.240534
NaN	-6.64462886440165	2.132	-2.132	-1	-1	1.24237
NaN	-6.6408955972103	2.134	-2.134	-1	-1	1.243324
NaN	-6.63716492888323	2.136	-2.136	-1	-1	1.244322
NaN	-6.6334368540005	2.138	-2.138	-1	-1	1.245551
NaN	-6.62971136716098	2.14	-2.14	-1	-1	1.247198
NaN	-6.62598846298224	2.142	-2.142	-1	-1	1.248691
NaN	-6.6222681361005	2.144	-2.144	-1	-1	1.249699
NaN	-6.61855038117052	2.146	-2.146	-1	-1	1.249522
NaN	-6.6148351928655	2.148	-2.148	-1	-1	1.252013
NaN	-6.61112256587701	2.15	-2.15	-1	-1	1.252416
NaN	-6.60741249491489	2.152	-2.152	-1	-1	1.254491
NaN	-6.60370497470718	2.154	-2.154	-1	-1	1.256477
NaN	-6.6	2.156	-2.156	-1	-1	1.257906
NaN	-6.59629756555748	2.158	-2.158	-1	-1	1.258389
NaN	-6.59259766616169	2.16	-2.16	-1	-1	1.259293
NaN	-6.58890029661253	2.162	-2.162	-1	-1	1.259776
NaN	-6.58520545172765	2.164	-2.164	-1	-1	1.261607
NaN	-6.58151312634237	2.166	-2.166	-1	-1	1.2642
NaN	-6.57782331530962	2.168	-2.168	-1	-1	1.265419
NaN	-6.57413601349979	2.17	-2.17	-1	-1	1.266665
NaN	-6.57045121580071	2.172	-2.172	-1	-1	1.266789
NaN	-6.56676891711755	2.174	-2.174	-1	-1	1.268576
NaN	-6.56308911237273	2.176	-2.176	-1	-1	1.270444
NaN	-6.55941179650582	2.178	-2.178	-1	-1	1.271389
NaN	-6.55573696447352	2.18	-2.18	-1	-1	1.273263
NaN	-6.55206461124951	2.182	-2.182	-1	-1	1.274103
NaN	-6.5483947318244	2.184	-2.184	-1	-1	1.276
NaN	-6.54472732120566	2.186	-2.186	-1	-1	1.277601
NaN	-6.54106237441753	2.188	-2.188	-1	-1	1.278532
NaN	-6.53739988650093	2.19	-2.19	-1	-1	1.281154
NaN	-6.53373985251342	2.192	-2.192	-1	-1	1.282436
NaN	-6.53008226752906	2.194	-2.194	-1	-1	1.28341
NaN	-6.5264271266384	2.196	-2.196	-1	-1	1.283777
NaN	-6.52277442494834	NaN	NaN	-1	-1	1.286325
NaN	-6.51912415758211	NaN	NaN	-1	-1	1.288152
NaN	-6.51547631967916	NaN	NaN	-1	-1	1.289154
NaN	-6.5118309063951	NaN	NaN	-1	-1	1.291256
NaN	-6.50818791290161	NaN	NaN	-1	-1	1.291174
NaN	-6.50454733438637	NaN	NaN	-1	-1	1.292424
NaN	-6.50090916605299	NaN	NaN	-1	-1	1.294652
NaN	-6.49727340312096	NaN	NaN	-1	-1	1.295388
NaN	-6.49364004082552	NaN	NaN	-1	-1	1.297836
NaN	-6.49000907441764	NaN	NaN	-1	-1	1.299517
NaN	-6.48638049916391	NaN	NaN	-1	-1	1.300353
NaN	-6.48275431034651	NaN	NaN	-1	-1	1.302354
NaN	-6.4791305032631	NaN	NaN	-1	-1	1.303896
NaN	-6.47550907322675	NaN	NaN	-1	-1	1.305635
NaN	-6.4718900155659	NaN	NaN	-1	-1	1.305633
NaN	-6.46827332562427	NaN	NaN	-1	-1	1.306121
NaN	-6.46465899876078	NaN	NaN	-1	-1	1.308782
NaN	-6.46104703034951	NaN	NaN	-1	-1	1.309602
NaN	-6.45743741577959	NaN	NaN	-1	-1	1.310977
NaN	-6.45383015045518	NaN	NaN	-1	-1	1.312806
NaN	-6.45022522979536	NaN	NaN	-1	-1	1.314485
NaN	-6.44662264923407	NaN	NaN	-1	-1	1.317379
NaN	-6.44302240422008	NaN	NaN	-1	-1	1.318082
NaN	-6.43942449021686	NaN	NaN	-1	-1	1.320188
NaN	-6.43582890270258	NaN	NaN	-1	-1	1.321922
NaN	-6.43223563716998	NaN	NaN	-1	-1	1.323067
NaN	-6.42864468912635	NaN	NaN	-1	-1	1.325029
NaN	-6.42505605409346	NaN	NaN	-1	-1	1.326189
NaN	-6.42146972760746	NaN	NaN	-1	-1	1.326722
NaN	-6.41788570521885	NaN	NaN	-1	-1	1.328415
NaN	-6.41430398249242	NaN	NaN	-1	-1	1.329947
NaN	-6.41072455500715	NaN	NaN	-1	-1	1.331659
NaN	-6.40714741835617	NaN	NaN	-1	-1	1.331272
NaN	-6.40357256814671	NaN	NaN	-1	-1	1.334368
NaN	-6.4	NaN	NaN	-1	-1	1.336009
NaN	-6.39642970955124	NaN	NaN	-1	-1	1.336686
NaN	-6.39286169244953	NaN	NaN	-1	-1	1.338349
NaN	-6.38929594435778	NaN	NaN	-1	-1	1.339142
NaN	-6.38573246095272	NaN	NaN	-1	-1	1.340036
NaN	-6.38217123792474	NaN	NaN	-1	-1	1.341975
NaN	-6.37861227097792	NaN	NaN	-1	-1	1.343989
NaN	-6.37505555582991	NaN	NaN	-1	-1	1.344657
NaN	-6.37150108821188	NaN	NaN	-1	-1	1.346017
NaN	-6.36794886386851	NaN	NaN	-1	-1	1.348122
NaN	-6.36439887855785	NaN	NaN	-1	-1	1.350193
NaN	-6.36085112805133	NaN	NaN	-1	-1	1.350734
NaN	-6.35730560813365	NaN	NaN	-1	-1	1.351046
NaN	-6.35376231460276	NaN	NaN	-1	-1	1.351537
NaN	-6.35022124326979	NaN	NaN	-1	-1	1.353293
NaN	-6.34668238995897	NaN	NaN	-1	-1	1.354194
NaN	-6.34314575050762	NaN	NaN	-1	-1	1.355646
NaN	-6.33961132076604	NaN	NaN	-1	-1	1.356432
NaN	-6.33607909659748	NaN	NaN	-1	-1	1.35657
NaN	-6.3325490738781	NaN	NaN	-1	-1	1.359418
NaN	-6.32902124849687	NaN	NaN	-1	-1	1.35974
NaN	-6.32549561635556	NaN	NaN	-1	-1	1.361216
NaN	-6.32197217336864	NaN	NaN	-1	-1	1.361915
NaN	-6.31845091546328	NaN	NaN	-1	-1	1.364646
NaN	-6.31493183857924	NaN	NaN	-1	-1	1.365087
NaN	-6.31141493866884	NaN	NaN	-1	-1	1.368163
NaN	-6.30790021169692	NaN	NaN	-1	-1	1.369249
NaN	-6.30438765364074	NaN	NaN	-1	-1	1.36855
NaN	-6.30087726049	NaN	NaN	-1	-1	1.370966
NaN	-6.2973690282467	NaN	NaN	-1	-1	1.370484
NaN	-6.29386295292516	NaN	NaN	-1	-1	1.373498
NaN	-6.29035903055192	NaN	NaN	-1	-1	1.373356
NaN	-6.28685725716572	NaN	NaN	-1	-1	1.375619
NaN	-6.28335762881742	NaN	NaN	-1	-1	1.376975
NaN	-6.27986014156996	NaN	NaN	-1	-1	1.37678
NaN	-6.27636479149833	NaN	NaN	-1	-1	1.378369
NaN	-6.27287157468946	NaN	NaN	-1	-1	1.380238
NaN	-6.26938048724224	NaN	NaN	-1	-1	1.381348
NaN	-6.26589152526742	NaN	NaN	-1	-1	1.383251
NaN	-6.26240468488758	NaN	NaN	-1	-1	1.383569
NaN	-6.25891996223707	NaN	NaN	-1	-1	1.38543
NaN	-6.25543735346197	NaN	NaN	-1	-1	1.386061
NaN	-6.25195685472003	NaN	NaN	-1	-1	1.388565
NaN	-6.24847846218064	NaN	NaN	-1	-1	1.388551
NaN	-6.24500217202474	NaN	NaN	-1	-1	1.390074
NaN	-6.24152798044481	NaN	NaN	-1	-1	1.391752
NaN	-6.23805588364483	NaN	NaN	-1	-1	1.392904
NaN	-6.23458587784017	NaN	NaN	-1	-1	1.393684
NaN	-6.23111795925762	NaN	NaN	-1	-1	1.395102
NaN	-6.22765212413528	NaN	NaN	-1	-1	1.397344
NaN	-6.22418836872254	NaN	NaN	-1	-1	1.398854
NaN	-6.22072668928004	NaN	NaN	-1	-1	1.399238
NaN	-6.21726708207962	NaN	NaN	-1	-1	1.400763
NaN	-6.21380954340423	NaN	NaN	-1	-1	1.402198
NaN	-6.21035406954795	NaN	NaN	-1	-1	1.404482
NaN	-6.2069006568159	NaN	NaN	-1	-1	1.406354
NaN	-6.20344930152422	NaN	NaN	-1	-1	1.406791
NaN	-6.2	NaN	NaN	-1	-1	1.408489
NaN	-6.19655274858124	NaN	NaN	-1	-1	1.41046
NaN	-6.19310754361681	NaN	NaN	-1	-1	1.411461
NaN	-6.18966438146642	NaN	NaN	-1	-1	1.412397
NaN	-6.18622325850055	NaN	NaN	-1	-1	1.414865
NaN	-6.1827841711004	NaN	NaN	-1	-1	1.415565
NaN	-6.1793471156579	NaN	NaN	-1	-1	1.418412
NaN	-6.17591208857559	NaN	NaN	-1	-1	1.418052
NaN	-6.17247908626661	NaN	NaN	-1	-1	1.418841
NaN	-6.1690481051547	NaN	NaN	-1	-1	1.421474
NaN	-6.16561914167407	NaN	NaN	-1	-1	1.422357
NaN	-6.16219219226943	NaN	NaN	-1	-1	1.422868
NaN	-6.15876725339591	NaN	NaN	-1	-1	1.423961
NaN	-6.15534432151902	NaN	NaN	-1	-1	1.425335
NaN	-6.15192339311462	NaN	NaN	-1	-1	1.427364
NaN	-6.14850446466888	NaN	NaN	-1	-1	1.429679
NaN	-6.14508753267822	NaN	NaN	-1	-1	1.430677
