2E+07	-77.55428	-74.8502	-81.19736	-76.29109	-87.27989	-75.00368	-78.96821	-83.8327	-80.94545	-77.30744	-80.37947	-76.59784	-80.29161	-87.12104	-91.4892	-86.09438	-86.11829	-84.03235	-76.78744	-85.35098	-77.77846	-78.89909	-77.37962	-96.07782
3E+07	-82.77618	-83.67102	-78.61688	-83.86245	-79.2108	-80.74349	-78.01562	-88.27191	-78.9882	-79.41248	-79.12421	-80.62003	-82.35754	-76.61733	-76.06889	-77.61166	-79.87108	-77.85134	-76.24525	-80.06018	-81.60825	-82.25009	-73.38266	-76.91705
4E+07	-109.883	-74.18626	-81.88869	-77.87978	-79.11437	-80.68684	-80.27911	-72.26033	-95.23497	-87.464	-79.70515	-75.75655	-75.70961	-82.65771	-80.99236	-82.90033	-78.27876	-73.59303	-76.83466	-78.82577	-75.71021	-81.51941	-75.37027	-88.20908
5E+07	-75.94121	-71.2299	-83.15934	-79.95288	-89.67467	-92.88432	-81.26137	-77.94604	-91.15779	-79.45163	-75.1623	-76.11623	-87.62239	-71.29942	-91.37074	-84.26614	-90.90115	-88.81323	-79.19882	-80.06149	-77.40368	-77.12455	-80.68055	-79.80465
6E+07	-76.0692	-75.07773	-82.33615	-83.823	-75.81071	-81.54739	-83.9071	-80.08067	-70.02748	-78.82445	-72.18166	-80.13567	-88.05453	-86.33689	-80.17949	-82.17414	-87.76556	-75.13366	-77.34324	-74.3642	-78.85802	-75.22166	-75.14381	-81.79668
7E+07	-75.41702	-79.56225	-74.26082	-77.83518	-78.0596	-73.76189	-75.66928	-75.59653	-73.51205	-90.11592	-82.72269	-87.14064	-75.51743	-79.93918	-77.09168	-82.78047	-83.18951	-75.29414	-86.35156	-81.20453	-82.089	-86.56848	-72.51843	-78.70449
8E+07	-78.30013	-80.98418	-83.96478	-76.22942	-77.15867	-73.49683	-79.09151	-76.29149	-74.51543	-74.00059	-75.86785	-78.78383	-80.73392	-71.16673	-73.49297	-76.09328	-76.30726	-72.98846	-72.86146	-79.35033	-87.55676	-79.81834	-70.09238	-82.98784
9E+07	-80.5616	-78.17963	-72.35907	-74.60481	-79.88847	-81.4983	-73.39159	-81.37816	-75.87213	-82.32304	-76.99385	-82.04883	-88.35046	-75.65516	-81.51553	-78.34837	-86.00419	-75.18358	-69.83713	-73.7335	-79.02047	-98.52489	-74.37524	-74.91698
1E+08	-74.35568	-70.18196	-77.16241	-72.4578	-84.1711	-73.94749	-77.96957	-76.73093	-74.45891	-85.56056	-75.4434	-84.99137	-71.50501	-80.34054	-76.4981	-72.2261	-75.77508	-72.81302	-76.62451	-89.39171	-93.74073	-73.20853	-74.6091	-82.47189
1.1E+08	-81.40037	-79.284	-77.63803	-73.43276	-73.40174	-73.63621	-76.48643	-80.61573	-79.59571	-84.17274	-72.65932	-79.20724	-78.04495	-77.61987	-84.48063	-82.20621	-88.87368	-77.56618	-92.44748	-79.30054	-79.41628	-95.48054	-72.81583	-71.08872
1.2E+08	-74.65189	-85.98901	-85.1987	-84.65997	-78.37361	-68.34825	-75.08317	-85.61538	-70.16341	-88.79309	-75.52363	-71.4901	-71.69609	-74.85873	-76.022	-85.77921	-79.2104	-73.2997	-75.66107	-78.94733	-75.71578	-77.32973	-66.7698	-72.6409
1.3E+08	-105.6903	-73.49036	-79.16022	-77.90541	-78.63574	-75.07569	-73.66086	-83.5502	-87.02348	-72.68993	-72.68079	-80.01427	-79.34702	-73.05482	-78.15416	-73.82767	-78.02055	-67.44229	-78.90418	-79.59692	-80.90868	-79.33541	-72.06398	-74.35527
1.4E+08	-79.02296	-75.3355	-84.23827	-70.17966	-76.17423	-68.87406	-70.46438	-91.62355	-77.3343	-75.94578	-83.97294	-74.15754	-82.05515	-69.24446	-90.16549	-85.34638	-79.30272	-69.82231	-74.34292	-82.51524	-72.40608	-78.55765	-71.32846	-77.95665
1.5E+08	-94.39701	-71.40115	-83.05263	-78.76855	-77.45834	-71.88714	-68.81808	-78.40036	-74.00198	-84.67398	-82.57682	-74.86041	-74.64667	-71.91808	-79.59039	-73.75359	-84.68855	-72.54845	-74.60399	-85.13871	-78.47845	-72.27924	-72.25398	-70.50311
1.6E+08	-75.50421	-68.96405	-77.7971	-75.00132	-83.31224	-73.85866	-70.46234	-89.95083	-69.80826	-75.98318	-70.00336	-72.61208	-73.60799	-72.44489	-79.21952	-72.77261	-81.58269	-73.53152	-69.44505	-81.24045	-76.26865	-80.0172	-71.53362	-70.7557
1.7E+08	-75.91695	-72.20502	-83.64239	-73.93514	-73.61404	-72.40248	-66.11135	-79.1874	-78.64786	-74.71106	-68.97554	-83.34121	-73.96059	-71.3166	-84.37419	-72.35298	-80.79835	-68.12339	-76.82509	-74.67746	-72.93	-76.8625	-71.04654	-72.23103
1.8E+08	-75.49829	-75.38863	-87.64461	-76.40688	-78.76797	-69.66766	-72.84366	-92.06195	-78.66463	-80.55176	-67.32837	-79.54274	-78.24256	-76.33594	-81.19284	-73.63986	-83.78683	-71.7066	-71.32114	-77.95516	-73.65874	-76.41512	-73.11929	-78.51914
1.9E+08	-80.95541	-70.1159	-77.10536	-75.50665	-77.18715	-77.44172	-74.28922	-76.55124	-92.87289	-75.07098	-80.9055	-77.93116	-78.86778	-71.49092	-78.83936	-71.97516	-83.65838	-69.08538	-72.93883	-84.69986	-86.79025	-81.87305	-69.48994	-74.34095
2E+08	-82.82022	-70.85583	-75.1699	-71.14603	-80.30818	-69.69775	-68.58979	-78.22907	-76.43685	-82.53701	-75.66081	-73.4976	-74.8767	-72.29213	-74.0583	-84.3992	-81.89177	-71.48933	-72.10829	-82.46116	-72.39164	-74.87878	-70.00494	-68.99342
2.1E+08	-74.83934	-71.2002	-80.85359	-75.65771	-76.39011	-74.09308	-69.93026	-86.93163	-75.92909	-77.02951	-70.88141	-75.47228	-94.50749	-74.84121	-78.6413	-72.11252	-85.87106	-70.77196	-74.13696	-74.36017	-81.14485	-76.88202	-71.09458	-75.54758
2.2E+08	-102.0589	-66.81441	-78.19759	-73.33077	-91.06755	-74.72432	-69.21039	-76.90141	-86.06281	-77.50368	-69.38522	-82.25278	-82.13408	-79.48733	-77.94799	-75.42771	-74.96687	-65.68559	-71.25032	-74.06054	-73.3437	-93.7834	-71.07821	-83.08761
2.3E+08	-72.78241	-69.1935	-70.14958	-75.6463	-76.75744	-68.68631	-69.83735	-92.5713	-73.27081	-79.07681	-70.98923	-76.1227	-73.86389	-76.70758	-82.93182	-69.42374	-77.85046	-71.21442	-73.18964	-78.69043	-79.19054	-79.13535	-69.36665	-86.78004
2.4E+08	-71.46239	-70.214	-81.63728	-70.53859	-81.58523	-70.70296	-68.28911	-73.9169	-77.80956	-75.83569	-71.06404	-72.56808	-73.40343	-74.93389	-90.54868	-69.70209	-77.22169	-69.87885	-72.00585	-73.35066	-72.10731	-78.23053	-71.54916	-74.63858
2.5E+08	-82.13136	-68.21207	-87.75018	-75.83051	-86.2827	-75.78818	-68.20297	-76.58076	-78.60033	-92.91798	-67.18124	-77.98236	-73.12318	-68.71958	-76.88682	-75.17874	-90.6748	-65.7981	-71.22664	-79.33682	-83.27318	-92.82731	-68.1384	-78.74753
2.6E+08	-76.06078	-69.54848	-80.50388	-79.35921	-75.15721	-69.99288	-73.63	-78.86571	-74.24699	-91.77998	-72.05033	-74.93091	-72.81898	-69.92603	-82.198	-77.12082	-80.82925	-75.1415	-72.98438	-82.42215	-86.19048	-82.64441	-67.64166	-73.7116
2.7E+08	-76.0156	-72.2432	-76.11467	-76.1371	-82.22412	-67.74326	-69.8586	-88.32048	-83.20183	-75.23044	-66.89554	-71.98363	-72.82348	-68.5755	-92.00845	-75.65429	-80.69378	-67.7831	-67.48449	-79.89091	-73.18008	-89.17714	-66.61597	-78.79353
2.8E+08	-73.2164	-68.33838	-81.11893	-94.77321	-78.90717	-68.49494	-67.00906	-79.02068	-79.60988	-71.59475	-67.76691	-74.10898	-82.36903	-75.14247	-73.31322	-72.7769	-82.48684	-67.67953	-75.61879	-80.74068	-69.66218	-74.69259	-69.36316	-73.38177
2.9E+08	-70.69112	-68.55585	-74.46947	-73.26506	-74.37283	-65.13255	-72.50788	-91.30116	-75.22658	-77.3448	-67.72156	-71.24874	-74.14307	-75.32719	-80.29474	-71.43779	-72.64101	-66.66551	-73.833	-82.37968	-74.88644	-75.43674	-67.47482	-86.76102
3E+08	-76.18634	-67.56815	-80.12184	-71.04958	-87.09502	-68.99365	-69.92432	-76.71336	-89.05427	-75.65723	-69.27103	-72.35499	-76.72393	-71.1321	-77.26311	-73.99476	-80.50114	-70.58507	-69.99873	-78.66501	-72.89433	-84.34757	-65.51096	-75.17588
3.1E+08	-71.41364	-69.88044	-79.55247	-70.98666	-78.29154	-69.34816	-68.08015	-76.56897	-90.43904	-76.33769	-67.49913	-79.3127	-81.9071	-69.30315	-82.58834	-74.74123	-95.2561	-70.18889	-69.50452	-76.66469	-74.84097	-77.29503	-63.71721	-68.85455
3.2E+08	-72.15405	-66.13179	-76.51547	-67.89933	-78.0768	-66.69286	-69.83398	-71.96197	-77.75272	-81.30657	-68.82646	-69.78031	-74.2601	-66.49069	-70.92538	-74.43543	-76.34396	-65.99437	-72.83654	-91.09653	-73.26653	-82.56601	-69.12799	-76.13122
3.3E+08	-70.7509	-68.35082	-75.78967	-68.84007	-72.84798	-68.55008	-70.03168	-87.59143	-73.73546	-80.93451	-66.27646	-69.7795	-66.41235	-72.64703	-70.02111	-70.42712	-87.11462	-69.3168	-71.53504	-78.06809	-68.91456	-79.97857	-64.41051	-73.46902
3.4E+08	-73.6403	-66.2285	-72.53403	-71.82059	-80.44902	-65.95149	-69.56626	-79.46552	-71.73554	-76.38609	-67.13734	-72.5425	-72.49532	-69.17896	-75.22475	-75.00031	-73.25604	-67.47933	-72.74457	-81.11462	-75.24824	-74.39897	-65.88986	-70.45331
3.5E+08	-72.64046	-70.50751	-82.63179	-73.86166	-84.36375	-66.2766	-68.12589	-76.22568	-72.01312	-81.38294	-67.32111	-74.23152	-75.78902	-75.30247	-83.76439	-76.16879	-87.80237	-66.26376	-73.72768	-77.91802	-68.7821	-77.93136	-65.08531	-72.01328
3.6E+08	-71.28318	-67.23222	-82.27972	-71.84598	-77.00647	-64.3073	-65.49607	-84.24241	-76.08589	-86.72993	-65.01377	-71.95871	-71.42191	-67.11813	-71.98936	-71.29919	-71.71063	-69.05318	-71.8526	-87.85867	-74.74348	-74.9059	-65.00012	-73.01123
3.7E+08	-69.93907	-68.61974	-72.79486	-73.62708	-83.81921	-70.49702	-68.09353	-78.44575	-77.09079	-71.73075	-66.06542	-70.26562	-70.01122	-68.87408	-87.09163	-74.61363	-78.92891	-66.9865	-70.97887	-78.32745	-74.86794	-81.11865	-64.41489	-67.88622
3.8E+08	-73.03318	-64.51189	-79.51473	-71.22604	-71.03715	-67.86337	-66.52232	-86.32368	-69.49392	-88.96233	-68.56862	-72.90018	-72.25795	-68.64263	-80.97083	-84.03636	-86.24805	-64.15322	-68.61854	-76.06551	-73.86797	-80.55432	-64.11101	-76.78862
3.9E+08	-77.81776	-66.77219	-77.90105	-82.90142	-80.24006	-64.56143	-66.17814	-86.73476	-69.77983	-76.87649	-67.63618	-75.59878	-73.00732	-68.16817	-81.37546	-69.97237	-72.4887	-64.89259	-67.11539	-78.9625	-72.45673	-73.02097	-67.02507	-71.6258
4E+08	-74.83456	-66.0195	-74.98631	-71.11813	-77.26528	-64.41801	-70.19678	-84.08146	-78.69662	-74.35675	-65.33807	-68.49004	-68.74829	-69.1153	-77.90549	-72.91475	-77.21237	-66.12502	-71.39619	-90.06003	-69.48096	-74.79204	-65.96658	-77.24305
4.1E+08	-71.49321	-63.91296	-85.71896	-69.74661	-76.91331	-64.08576	-66.67284	-79.02861	-75.89919	-76.58171	-65.07436	-72.58224	-78.12569	-68.479	-80.90965	-79.88982	-72.27735	-65.27121	-66.97301	-92.86082	-73.93314	-77.59044	-65.96284	-70.31884
4.2E+08	-69.92249	-66.31829	-102.3261	-68.07598	-79.75583	-65.05058	-66.56019	-93.25097	-72.52967	-88.94342	-68.89984	-71.46121	-71.26077	-68.27392	-78.08228	-70.436	-76.19366	-65.38089	-66.94505	-81.39365	-73.19172	-85.96225	-64.11641	-71.46557
4.3E+08	-70.13299	-66.27393	-84.87034	-73.77129	-78.69054	-66.35465	-65.2443	-73.97215	-71.51765	-75.84477	-64.45851	-71.37923	-69.78012	-69.05478	-85.18922	-76.94434	-90.98878	-66.26756	-66.47302	-77.86781	-68.39314	-83.08969	-66.12626	-76.04701
