2E+07	-65.30137	-80.76865	-80.83858	-87.83664	-89.66867	-65.64604	-76.90612	-77.05832	-94.50965	-73.71191	-66.5923	-88.86742	-88.93204	-80.24728	-74.11091	-66.95402	-65.95088	-82.36183	-74.83686	-73.76904	-77.80672	-68.65541	-91.11329	-75.32456	-79.97424	-76.03513	-66.37151	-78.29781	-75.04655	-81.28346	-78.25663	-68.31887
3E+07	-79.64574	-87.07915	-75.81793	-72.21098	-79.7329	-71.40924	-82.97713	-94.41823	-77.71991	-82.84085	-73.18396	-81.53543	-83.80322	-75.06015	-81.07809	-75.90508	-77.57767	-78.95738	-88.30548	-74.41561	-74.51205	-77.38989	-86.37086	-81.53902	-78.1939	-77.31746	-75.10127	-82.02317	-79.97931	-72.78323	-84.28349	-84.44237
4E+07	-96.52385	-78.50325	-81.51886	-79.30777	-90.25552	-78.8743	-81.24696	-78.38228	-79.45274	-83.31075	-75.55907	-77.65054	-77.36592	-76.6061	-79.44711	-89.30943	-92.40208	-77.83659	-87.21532	-91.4511	-86.03629	-85.53879	-84.20096	-86.91934	-96.12151	-73.06585	-77.80921	-82.89593	-83.78427	-74.18916	-83.81685	-86.51619
5E+07	-75.75677	-82.70423	-86.04916	-84.78188	-83.44478	-88.6821	-77.30024	-76.39314	-78.37971	-78.33924	-81.11202	-99.91655	-76.4597	-72.66747	-81.16705	-77.50612	-80.67549	-84.95386	-84.76699	-85.03574	-86.14444	-79.79871	-90.56977	-76.59302	-82.79297	-74.18605	-77.30463	-82.7514	-84.62277	-82.71156	-87.93391	-74.02241
6E+07	-83.75874	-85.77875	-87.09891	-83.93396	-75.60123	-86.05455	-72.66118	-75.48584	-83.90988	-73.19093	-73.42155	-71.21352	-75.96886	-75.5271	-79.11796	-73.16913	-70.28243	-92.94574	-72.76125	-74.49281	-75.64706	-81.10406	-72.2173	-77.62999	-79.56964	-78.92612	-73.67488	-79.89928	-82.53686	-76.94404	-89.29636	-77.07513
7E+07	-75.17556	-74.84359	-85.12742	-86.89825	-84.48451	-74.03295	-81.80312	-82.99951	-76.68259	-85.54652	-79.59399	-75.40869	-76.26829	-78.93346	-71.32591	-80.48806	-80.89005	-88.26404	-70.57117	-79.12441	-79.84675	-84.08535	-85.69408	-77.97228	-82.84023	-86.22313	-80.68336	-76.10212	-75.64068	-81.22638	-72.00372	-80.25336
8E+07	-73.58128	-74.90308	-76.187	-79.62009	-75.03625	-77.83575	-80.57533	-80.27312	-75.6639	-77.61991	-77.01262	-84.59937	-84.44144	-77.05209	-88.57604	-86.27231	-78.85815	-82.49178	-75.85401	-80.91701	-74.75669	-72.62615	-79.36962	-77.83698	-76.26078	-74.05255	-88.6581	-79.42552	-87.57823	-82.36748	-85.9285	-79.63976
9E+07	-81.29187	-83.92808	-75.97077	-78.0713	-88.92712	-86.30841	-72.82082	-79.6745	-80.77405	-79.41234	-78.72484	-72.1981	-86.27702	-90.05144	-75.01625	-84.59053	-75.08868	-81.59048	-82.32006	-79.26926	-87.87945	-85.60774	-70.40643	-76.84943	-84.69244	-83.86507	-74.31329	-73.36175	-79.49929	-83.16372	-76.2841	-73.97611
1E+08	-80.39949	-82.3381	-78.37035	-76.29613	-76.98833	-73.9707	-82.26635	-85.15561	-79.78645	-81.24806	-83.18565	-83.66326	-76.59041	-83.38261	-74.77309	-79.134	-79.96146	-84.6777	-84.5435	-73.82962	-73.29836	-75.24637	-80.54056	-82.60843	-81.57933	-91.65303	-71.09438	-75.26036	-77.71622	-79.11616	-73.80873	-71.46252
1.1E+08	-80.76385	-77.93489	-94.64279	-78.73387	-83.49026	-75.86	-75.05542	-73.98764	-76.59973	-79.62276	-77.35035	-77.27074	-85.75317	-79.60471	-88.44338	-73.71764	-76.14374	-84.07442	-80.7527	-72.53605	-84.21623	-75.82732	-87.88383	-74.26932	-84.70203	-79.50674	-79.94961	-79.21916	-76.58592	-76.98412	-81.98932	-79.54327
