1.3E+08	-6.616458	-6.649352	-6.605306	-6.612008	-6.589051	-6.641788	-6.636535	-6.636579	-6.628525	-6.622155	-6.648504	-6.655074	-6.621993	-6.637625	-31.3611	-31.36486
1.4E+08	-6.708259	-6.739223	-6.692917	-6.703246	-6.680174	-6.732497	-6.730101	-6.727133	-6.719301	-6.713709	-6.742637	-6.748938	-6.708765	-6.730239	-30.6702	-30.66552
1.5E+08	-6.7853	-6.813853	-6.769328	-6.776714	-6.756474	-6.809183	-6.805096	-6.804602	-6.795068	-6.795247	-6.817009	-6.828275	-6.788149	-6.809783	-30.4845	-30.45872
1.6E+08	-6.834423	-6.861813	-6.818243	-6.830287	-6.799644	-6.85617	-6.857358	-6.85279	-6.84463	-6.848248	-6.867671	-6.881921	-6.841617	-6.864708	-30.71512	-30.66453
1.7E+08	-6.851407	-6.874297	-6.8365	-6.846337	-6.809841	-6.867864	-6.877889	-6.872603	-6.863709	-6.868212	-6.882658	-6.894945	-6.862438	-6.884299	-31.2294	-31.17996
1.8E+08	-6.83341	-6.856533	-6.824648	-6.837186	-6.786762	-6.850801	-6.870826	-6.866277	-6.859029	-6.862025	-6.863649	-6.880312	-6.853936	-6.881451	-31.76725	-31.69499
1.9E+08	-6.797495	-6.82442	-6.801318	-6.813775	-6.751904	-6.819282	-6.843981	-6.845243	-6.83399	-6.838399	-6.831409	-6.84345	-6.832466	-6.855209	-32.21264	-32.15365
2E+08	-6.753319	-6.781758	-6.750844	-6.764544	-6.711382	-6.771201	-6.795601	-6.79542	-6.792614	-6.788743	-6.788162	-6.796568	-6.776726	-6.798703	-31.61995	-31.56142
2.1E+08	-6.766379	-6.803928	-6.755311	-6.771136	-6.720517	-6.78617	-6.788802	-6.792889	-6.810588	-6.804599	-6.788129	-6.792347	-6.756901	-6.774817	-30.22985	-30.20609
2.2E+08	-6.763243	-6.803169	-6.772527	-6.791274	-6.735909	-6.801579	-6.856828	-6.860731	-6.790061	-6.779412	-6.80852	-6.809755	-6.794159	-6.81861	-29.67489	-29.6463
2.3E+08	-6.762781	-6.797559	-6.738878	-6.749995	-6.724764	-6.78664	-6.778623	-6.783884	-6.796143	-6.786309	-6.821702	-6.823975	-6.764967	-6.785311	-28.56754	-28.55246
2.4E+08	-6.844481	-6.872633	-6.811904	-6.815403	-6.810805	-6.870225	-6.849254	-6.851046	-6.837475	-6.821379	-6.871138	-6.868799	-6.822185	-6.84071	-27.4512	-27.45415
2.5E+08	-6.939342	-6.967846	-6.899866	-6.907479	-6.910467	-6.968649	-6.942346	-6.943812	-6.929914	-6.911633	-6.970746	-6.973536	-6.909419	-6.929368	-26.94036	-26.92201
2.6E+08	-7.02354	-7.05088	-6.986509	-6.995929	-7.003202	-7.053062	-7.029109	-7.029127	-7.013849	-7.003578	-7.063421	-7.063409	-6.995744	-7.022166	-26.83423	-26.81857
2.7E+08	-7.080799	-7.107219	-7.049756	-7.054741	-7.056731	-7.10623	-7.09471	-7.088904	-7.081392	-7.069479	-7.123606	-7.128471	-7.05906	-7.089376	-27.04616	-26.98429
2.8E+08	-7.104073	-7.129883	-7.07714	-7.085763	-7.073804	-7.12661	-7.121349	-7.119157	-7.110259	-7.104461	-7.144424	-7.155447	-7.094774	-7.123106	-27.48216	-27.38704
2.9E+08	-7.086678	-7.112044	-7.07472	-7.084189	-7.049334	-7.108858	-7.119264	-7.11492	-7.108811	-7.10146	-7.132573	-7.142418	-7.092548	-7.119577	-27.97512	-27.84201
3E+08	-7.042681	-7.072182	-7.037067	-7.049805	-7.003124	-7.066767	-7.087359	-7.080503	-7.079581	-7.074057	-7.091505	-7.101195	-7.061779	-7.090322	-28.2287	-28.11322
3.1E+08	-7.000093	-7.029474	-6.994011	-7.00602	-6.956116	-7.017553	-7.053395	-7.047075	-7.04365	-7.036199	-7.04258	-7.050384	-7.021737	-7.052605	-27.99179	-27.91348
3.2E+08	-6.967707	-7.00212	-6.960953	-6.974871	-6.921132	-6.991069	-7.026325	-7.026382	-7.016943	-7.003283	-7.007116	-7.011543	-6.985883	-7.018241	-27.42897	-27.37243
3.3E+08	-6.975657	-7.011909	-6.94326	-6.956721	-6.924192	-6.993142	-7.011614	-7.007641	-7.000906	-6.98594	-7.01094	-7.008245	-6.956211	-6.983006	-26.32648	-26.32119
3.4E+08	-7.036801	-7.080966	-7.004221	-7.02374	-7.019557	-7.094402	-7.100106	-7.095989	-7.058602	-7.040377	-7.079881	-7.073792	-7.000081	-7.028752	-25.618	-25.59691
3.5E+08	-7.062819	-7.099006	-7.072535	-7.090629	-7.023802	-7.097798	-7.098316	-7.099578	-7.126228	-7.103252	-7.167973	-7.162416	-7.086721	-7.119766	-25.42166	-25.40218
3.6E+08	-7.138721	-7.166758	-7.079896	-7.088659	-7.086745	-7.154422	-7.132354	-7.127018	-7.120314	-7.099452	-7.18408	-7.17212	-7.086568	-7.112294	-24.72274	-24.7071
3.7E+08	-7.237535	-7.267419	-7.178611	-7.184577	-7.195545	-7.25548	-7.233195	-7.226683	-7.206683	-7.180797	-7.277618	-7.273665	-7.172187	-7.206521	-24.48685	-24.4644
3.8E+08	-7.319229	-7.347706	-7.26243	-7.265406	-7.272511	-7.330018	-7.316945	-7.310888	-7.290661	-7.271535	-7.358737	-7.359676	-7.261284	-7.295007	-24.57578	-24.52309
3.9E+08	-7.361135	-7.385644	-7.313528	-7.317603	-7.320079	-7.369279	-7.370149	-7.359185	-7.342734	-7.330161	-7.403216	-7.410019	-7.311464	-7.354699	-24.87041	-24.8052
4E+08	-7.354991	-7.386713	-7.326251	-7.333141	-7.313312	-7.362939	-7.378774	-7.373914	-7.358541	-7.351574	-7.402725	-7.410203	-7.32901	-7.37219	-25.26537	-25.19117
4.1E+08	-7.313385	-7.35229	-7.298529	-7.30743	-7.264968	-7.326259	-7.35254	-7.348175	-7.334796	-7.331143	-7.365865	-7.378094	-7.307614	-7.349625	-25.59544	-25.51882
4.2E+08	-7.24992	-7.287684	-7.240036	-7.251977	-7.196802	-7.263578	-7.295565	-7.29459	-7.284794	-7.279335	-7.303719	-7.309224	-7.257291	-7.298407	-25.62643	-25.57748
4.3E+08	-7.185571	-7.225609	-7.179875	-7.191387	-7.133734	-7.207095	-7.239543	-7.241811	-7.233994	-7.217404	-7.237806	-7.244775	-7.202678	-7.238084	-25.20693	-25.17263
4.4E+08	-7.156665	-7.196115	-7.131595	-7.146872	-7.107662	-7.176674	-7.201866	-7.202873	-7.191937	-7.17499	-7.199994	-7.200428	-7.159252	-7.193195	-24.41744	-24.41345
4.5E+08	-7.174242	-7.213385	-7.138841	-7.15243	-7.13548	-7.209205	-7.219451	-7.220829	-7.204106	-7.178764	-7.221583	-7.217427	-7.164865	-7.188048	-23.5371	-23.52853
4.6E+08	-7.257013	-7.301429	-7.199873	-7.215596	-7.225795	-7.300691	-7.303052	-7.298791	-7.279632	-7.253333	-7.304454	-7.296672	-7.225063	-7.251596	-22.9122	-22.89687
4.7E+08	-7.375579	-7.416747	-7.289701	-7.304258	-7.345665	-7.427267	-7.40237	-7.396597	-7.366038	-7.335212	-7.435597	-7.420123	-7.304558	-7.329932	-22.52726	-22.50305
4.8E+08	-7.479556	-7.521682	-7.423489	-7.447762	-7.492912	-7.570686	-7.537959	-7.537429	-7.494997	-7.467381	-7.567382	-7.552117	-7.455291	-7.485502	-22.80107	-22.74998
4.9E+08	-7.524752	-7.562723	-7.507682	-7.527666	-7.489678	-7.557276	-7.515092	-7.504989	-7.538606	-7.513762	-7.610635	-7.598982	-7.537126	-7.574484	-22.78709	-22.72527
5E+08	-7.573236	-7.614519	-7.497375	-7.509823	-7.547845	-7.614868	-7.569822	-7.56254	-7.540715	-7.516079	-7.63556	-7.6333	-7.54012	-7.571764	-22.91426	-22.84462
5.1E+08	-7.600343	-7.640381	-7.533321	-7.546813	-7.57305	-7.637014	-7.608035	-7.600904	-7.584529	-7.563058	-7.663428	-7.664873	-7.584655	-7.616482	-23.24035	-23.14582
5.2E+08	-7.576604	-7.623153	-7.531817	-7.541687	-7.550803	-7.614152	-7.602869	-7.599909	-7.583407	-7.567232	-7.642666	-7.654218	-7.586014	-7.622691	-23.62437	-23.52987
5.3E+08	-7.517206	-7.562999	-7.49199	-7.502694	-7.481964	-7.552	-7.55696	-7.556858	-7.546	-7.528169	-7.58533	-7.595315	-7.545414	-7.585807	-23.92542	-23.83065
5.4E+08	-7.437766	-7.480622	-7.422028	-7.432998	-7.397412	-7.470222	-7.488709	-7.490263	-7.481645	-7.465982	-7.505297	-7.513108	-7.478001	-7.518423	-23.88297	-23.82471
5.5E+08	-7.370619	-7.411589	-7.352596	-7.36518	-7.323539	-7.400254	-7.423988	-7.427721	-7.416359	-7.395159	-7.430471	-7.435407	-7.403864	-7.440681	-23.43883	-23.41704
5.6E+08	-7.341607	-7.386127	-7.318034	-7.328386	-7.292786	-7.37106	-7.395484	-7.399233	-7.384509	-7.354405	-7.395852	-7.395523	-7.357696	-7.39038	-22.69972	-22.70594
5.7E+08	-7.378086	-7.422456	-7.33275	-7.346658	-7.326191	-7.405105	-7.430014	-7.427382	-7.408289	-7.372831	-7.427512	-7.419231	-7.361621	-7.389273	-21.94324	-21.94971
5.8E+08	-7.472982	-7.521822	-7.411931	-7.428638	-7.421345	-7.498436	-7.523033	-7.519886	-7.500166	-7.459417	-7.523661	-7.512479	-7.422675	-7.45223	-21.36081	-21.35849
5.9E+08	-7.607154	-7.660123	-7.534249	-7.546812	-7.549086	-7.630289	-7.662332	-7.651645	-7.632096	-7.599983	-7.665086	-7.653217	-7.525831	-7.559826	-21.03294	-21.01893
6E+08	-7.746877	-7.806265	-7.66953	-7.68205	-7.684648	-7.770957	-7.810287	-7.803117	-7.769197	-7.742239	-7.813733	-7.802274	-7.654562	-7.687073	-20.96535	-20.93261
6.1E+08	-7.854468	-7.922135	-7.795649	-7.813824	-7.812451	-7.892401	-7.92579	-7.919844	-7.842047	-7.82151	-7.951851	-7.947923	-7.792237	-7.838249	-21.39356	-21.34505
6.2E+08	-7.841219	-7.898097	-7.903545	-7.91623	-7.893429	-7.970333	-7.883403	-7.881835	-7.840315	-7.817543	-8.012307	-8.01125	-7.786626	-7.823857	-21.75266	-21.70269
6.3E+08	-7.821689	-7.871234	-7.857037	-7.866449	-7.811923	-7.88164	-7.87238	-7.880603	-7.847948	-7.834058	-7.930367	-7.927125	-7.800352	-7.838065	-22.01577	-21.97298
6.4E+08	-7.777767	-7.828477	-7.789158	-7.790303	-7.74311	-7.804862	-7.845278	-7.851913	-7.828997	-7.814063	-7.879248	-7.879598	-7.788715	-7.828744	-22.31718	-22.26742
6.5E+08	-7.697812	-7.746291	-7.721656	-7.72471	-7.664414	-7.729885	-7.771528	-7.779901	-7.77	-7.755997	-7.804422	-7.803338	-7.733895	-7.774172	-22.48724	-22.45667
6.6E+08	-7.615147	-7.651324	-7.63171	-7.637453	-7.563845	-7.63778	-7.69135	-7.691064	-7.686295	-7.664701	-7.706371	-7.706627	-7.656281	-7.692783	-22.3636	-22.34502
6.7E+08	-7.544919	-7.590544	-7.543886	-7.554971	-7.494553	-7.575349	-7.60829	-7.611921	-7.606649	-7.579728	-7.626343	-7.617887	-7.574682	-7.610446	-21.86359	-21.86745
6.8E+08	-7.532119	-7.576633	-7.493115	-7.506694	-7.481038	-7.563076	-7.572277	-7.577188	-7.56399	-7.530453	-7.589046	-7.578547	-7.526482	-7.558771	-21.14728	-21.16004
6.9E+08	-7.592093	-7.640549	-7.507137	-7.521066	-7.54585	-7.620717	-7.609649	-7.609883	-7.582041	-7.542604	-7.626822	-7.611557	-7.535192	-7.563144	-20.46205	-20.4671
7E+08	-7.706626	-7.767161	-7.590709	-7.600798	-7.665699	-7.742882	-7.71243	-7.720332	-7.6759	-7.629053	-7.732148	-7.721852	-7.603204	-7.635903	-19.97429	-19.96263
7.1E+08	-7.854248	-7.924518	-7.724287	-7.734943	-7.813078	-7.896471	-7.865403	-7.866246	-7.815275	-7.7652	-7.88199	-7.870809	-7.729255	-7.758834	-19.73291	-19.71726
7.2E+08	-7.996888	-8.072776	-7.863789	-7.870009	-7.956262	-8.038736	-8.012243	-8.01909	-7.964756	-7.921667	-8.033977	-8.023464	-7.871994	-7.902024	-19.73565	-19.7028
7.3E+08	-8.105966	-8.180533	-7.991558	-7.988265	-8.06392	-8.142449	-8.138885	-8.149664	-8.091955	-8.052827	-8.147171	-8.146087	-7.996119	-8.028268	-19.9326	-19.88787
7.4E+08	-8.166861	-8.236887	-8.068952	-8.068743	-8.127269	-8.196382	-8.224709	-8.232595	-8.170121	-8.135596	-8.216601	-8.212472	-8.079533	-8.115042	-20.31238	-20.24805
7.5E+08	-8.122562	-8.17796	-8.094386	-8.092522	-8.12835	-8.194626	-8.237902	-8.250241	-8.194715	-8.167878	-8.237786	-8.236902	-8.109859	-8.147281	-21.00989	-20.93846
7.6E+08	-8.015612	-8.057907	-8.07633	-8.078013	-8.020307	-8.079923	-8.107025	-8.119509	-8.173995	-8.156834	-8.194324	-8.19085	-8.098856	-8.13758	-21.34106	-21.2958
7.7E+08	-7.911132	-7.946469	-7.995073	-8.002283	-7.864606	-7.925392	-7.965413	-7.974455	-8.068092	-8.05291	-8.023554	-8.019921	-7.985901	-8.018509	-21.41304	-21.37828
7.8E+08	-7.807292	-7.835866	-7.813653	-7.820618	-7.750033	-7.82067	-7.859466	-7.868897	-7.884097	-7.862463	-7.892079	-7.888651	-7.848797	-7.87229	-21.18386	-21.16581
7.9E+08	-7.734433	-7.773284	-7.710979	-7.715557	-7.67948	-7.757294	-7.786359	-7.792428	-7.78486	-7.752	-7.805214	-7.798576	-7.760019	-7.787015	-20.64278	-20.64516
8E+08	-7.726352	-7.778588	-7.674313	-7.683225	-7.684899	-7.761592	-7.768959	-7.775902	-7.748005	-7.710227	-7.786812	-7.77372	-7.720432	-7.747775	-19.95905	-19.96296
8.1E+08	-7.803962	-7.86692	-7.712152	-7.724291	-7.769358	-7.84276	-7.828688	-7.836077	-7.787003	-7.745492	-7.843539	-7.83259	-7.745376	-7.778306	-19.35095	-19.34973
8.2E+08	-7.939756	-8.016683	-7.818825	-7.826928	-7.904849	-7.983341	-7.955878	-7.96197	-7.903777	-7.858944	-7.980493	-7.970042	-7.840507	-7.87477	-18.93403	-18.92928
8.3E+08	-8.092835	-8.182542	-7.966537	-7.975831	-8.057654	-8.136385	-8.118632	-8.123924	-8.06971	-8.023866	-8.142157	-8.140168	-7.976752	-8.015658	-18.77259	-18.75243
8.4E+08	-8.225348	-8.318069	-8.113894	-8.114771	-8.194738	-8.272744	-8.269502	-8.274079	-8.224512	-8.18932	-8.291093	-8.29716	-8.123566	-8.163536	-18.8288	-18.79749
8.5E+08	-8.312302	-8.398301	-8.226661	-8.224932	-8.28991	-8.364314	-8.37678	-8.384	-8.348375	-8.320275	-8.396558	-8.399927	-8.245853	-8.282068	-19.05689	-19.0113
8.6E+08	-8.344708	-8.419	-8.282338	-8.275646	-8.3257	-8.395887	-8.423575	-8.428883	-8.419134	-8.3999	-8.446486	-8.451894	-8.31638	-8.344316	-19.40997	-19.35338
8.7E+08	-8.322837	-8.381374	-8.28927	-8.285988	-8.306556	-8.366907	-8.409489	-8.409499	-8.427879	-8.416716	-8.434387	-8.437916	-8.322901	-8.348397	-19.85766	-19.79025
8.8E+08	-8.250369	-8.296062	-8.25124	-8.245057	-8.244121	-8.298468	-8.348835	-8.344687	-8.392021	-8.384396	-8.370778	-8.373863	-8.281701	-8.306981	-20.38208	-20.31297
8.9E+08	-8.156572	-8.193469	-8.168016	-8.167705	-8.121496	-8.183557	-8.250891	-8.246697	-8.307109	-8.298548	-8.285234	-8.284162	-8.203845	-8.227798	-20.42387	-20.38433
9E+08	-8.062418	-8.092657	-8.076047	-8.081864	-7.962894	-8.030001	-8.159157	-8.1508	-8.176424	-8.160047	-8.179424	-8.168997	-8.111956	-8.135858	-20.12885	-20.11511
9.1E+08	-7.975279	-8.011521	-7.993557	-8.005381	-7.888636	-7.957922	-8.109898	-8.10062	-8.011648	-7.980884	-8.043376	-8.029279	-8.041314	-8.070864	-19.58308	-19.57404
9.2E+08	-7.985436	-8.030754	-7.925444	-7.931585	-7.911794	-7.980996	-8.053458	-8.050724	-7.953429	-7.905585	-8.000816	-7.985182	-7.995266	-8.020897	-18.93421	-18.92723
9.3E+08	-8.098926	-8.148988	-7.980582	-7.973885	-8.035037	-8.092581	-8.121636	-8.117039	-7.997821	-7.939576	-8.083114	-8.063262	-7.989182	-8.007791	-18.3807	-18.36699
9.4E+08	-8.256992	-8.313717	-8.129588	-8.109695	-8.220137	-8.259399	-8.274959	-8.273176	-8.120728	-8.060158	-8.242215	-8.224038	-8.100492	-8.117932	-18.0623	-18.05438
9.5E+08	-8.399791	-8.470804	-8.305956	-8.26376	-8.393308	-8.419775	-8.449102	-8.44478	-8.286968	-8.22586	-8.42218	-8.404146	-8.255881	-8.275833	-17.97545	-17.97039
9.6E+08	-8.509185	-8.585958	-8.436032	-8.390691	-8.497965	-8.526276	-8.57909	-8.578934	-8.443382	-8.390726	-8.566236	-8.553289	-8.400013	-8.420698	-18.09936	-18.09705
9.7E+08	-8.557921	-8.637096	-8.502599	-8.471685	-8.53418	-8.574509	-8.649038	-8.666579	-8.561448	-8.520233	-8.653773	-8.64849	-8.510495	-8.533285	-18.34147	-18.34099
9.8E+08	-8.566241	-8.639804	-8.538733	-8.516796	-8.5331	-8.581774	-8.679718	-8.701648	-8.632215	-8.60119	-8.681602	-8.690238	-8.572176	-8.601334	-18.66094	-18.65957
9.9E+08	-8.527259	-8.588596	-8.534574	-8.516455	-8.484096	-8.537046	-8.66298	-8.682164	-8.642205	-8.624409	-8.661029	-8.667704	-8.583468	-8.61187	-19.0115	-19.00868
1E+09	-8.438201	-8.49632	-8.470181	-8.460483	-8.396806	-8.453708	-8.581656	-8.596455	-8.582796	-8.570358	-8.585881	-8.594867	-8.527411	-8.559178	-19.31042	-19.30823
1.01E+09	-8.31045	-8.362089	-8.328495	-8.334066	-8.276712	-8.341274	-8.436092	-8.443311	-8.438312	-8.421234	-8.472129	-8.476829	-8.389985	-8.42309	-19.50769	-19.50898
1.02E+09	-8.189162	-8.241364	-8.201922	-8.205832	-8.165547	-8.240204	-8.304174	-8.311373	-8.294312	-8.260872	-8.354437	-8.355212	-8.262545	-8.293097	-19.3605	-19.37361
1.03E+09	-8.125056	-8.182065	-8.128698	-8.146985	-8.110949	-8.197445	-8.239341	-8.252947	-8.210699	-8.16958	-8.271094	-8.269668	-8.186398	-8.217197	-18.80813	-18.82768
1.04E+09	-8.139663	-8.206331	-8.113411	-8.134907	-8.099876	-8.189605	-8.227238	-8.249776	-8.187276	-8.144065	-8.268276	-8.264147	-8.162265	-8.195683	-18.17976	-18.20313
1.05E+09	-8.252281	-8.340673	-8.158195	-8.178546	-8.1984	-8.277514	-8.276068	-8.309859	-8.258144	-8.208181	-8.329667	-8.319338	-8.218454	-8.253402	-17.65696	-17.67299
1.06E+09	-8.41151	-8.513063	-8.265095	-8.285041	-8.362852	-8.43512	-8.416928	-8.453837	-8.393368	-8.34506	-8.441132	-8.431468	-8.329032	-8.356737	-17.34845	-17.36581
1.07E+09	-8.575136	-8.689554	-8.417821	-8.434669	-8.527658	-8.596562	-8.590725	-8.628502	-8.542381	-8.506266	-8.601934	-8.592991	-8.467737	-8.486878	-17.27497	-17.30291
1.08E+09	-8.702728	-8.809055	-8.573131	-8.585401	-8.656545	-8.722798	-8.748966	-8.779799	-8.706447	-8.67633	-8.754538	-8.750273	-8.627923	-8.63717	-17.38964	-17.42868
1.09E+09	-8.760909	-8.867328	-8.673816	-8.679264	-8.72682	-8.787276	-8.842083	-8.86153	-8.810779	-8.788128	-8.847935	-8.847445	-8.732794	-8.737221	-17.64078	-17.69824
1.1E+09	-8.753561	-8.843955	-8.67407	-8.676588	-8.725846	-8.791132	-8.811619	-8.825768	-8.808805	-8.784904	-8.874207	-8.875214	-8.736805	-8.73975	-17.95177	-18.01558
1.11E+09	-8.692127	-8.761581	-8.612845	-8.609634	-8.670882	-8.732136	-8.731398	-8.732216	-8.753458	-8.724503	-8.837305	-8.835977	-8.692649	-8.694616	-18.25046	-18.32638
1.12E+09	-8.589984	-8.63692	-8.53454	-8.526992	-8.567182	-8.630054	-8.641676	-8.637148	-8.682048	-8.64779	-8.763565	-8.753753	-8.629068	-8.632969	-18.46011	-18.53427
1.13E+09	-8.463248	-8.511789	-8.433471	-8.431095	-8.445009	-8.512683	-8.54103	-8.524328	-8.585443	-8.545403	-8.66444	-8.649652	-8.542202	-8.550171	-18.46768	-18.54027
1.14E+09	-8.358222	-8.410991	-8.328427	-8.336227	-8.334494	-8.407602	-8.443396	-8.427991	-8.48037	-8.434044	-8.529354	-8.517889	-8.420664	-8.428215	-18.20986	-18.26627
1.15E+09	-8.320495	-8.385648	-8.263647	-8.269176	-8.284047	-8.366142	-8.382099	-8.379174	-8.39786	-8.348879	-8.410033	-8.393945	-8.31348	-8.324653	-17.71713	-17.75517
1.16E+09	-8.377181	-8.462363	-8.266982	-8.281507	-8.336475	-8.417649	-8.389819	-8.411893	-8.387904	-8.339791	-8.400654	-8.389708	-8.287599	-8.305586	-17.17022	-17.18293
1.17E+09	-8.520748	-8.626169	-8.363538	-8.37797	-8.475168	-8.553267	-8.454642	-8.499086	-8.42566	-8.379768	-8.498109	-8.49481	-8.347912	-8.372778	-16.74801	-16.74707
1.18E+09	-8.699469	-8.823209	-8.509364	-8.521755	-8.649757	-8.723447	-8.588228	-8.643675	-8.53018	-8.474319	-8.658858	-8.653819	-8.464429	-8.497139	-16.53624	-16.54159
1.19E+09	-8.857999	-8.984354	-8.668824	-8.677847	-8.815631	-8.888715	-8.740751	-8.798633	-8.684618	-8.63689	-8.831843	-8.832453	-8.618968	-8.649234	-16.52568	-16.52858
1.2E+09	-8.947171	-9.072393	-8.793671	-8.792887	-8.935769	-9.008734	-8.867373	-8.917132	-8.831645	-8.7906	-8.974825	-8.972516	-8.757766	-8.788404	-16.67264	-16.69276
1.21E+09	-8.97924	-9.093478	-8.86437	-8.849007	-8.994452	-9.072066	-8.936357	-8.969088	-8.933652	-8.886612	-9.052817	-9.047425	-8.85466	-8.87712	-16.91911	-16.9541
1.22E+09	-8.95646	-9.053196	-8.880686	-8.862293	-8.988605	-9.06679	-8.942877	-8.966793	-8.982383	-8.928923	-9.066557	-9.060158	-8.892857	-8.908981	-17.22742	-17.27995
1.23E+09	-8.882739	-8.95863	-8.846463	-8.824837	-8.926615	-9.003317	-8.893577	-8.902466	-8.966631	-8.906722	-9.012489	-9.008194	-8.873071	-8.883726	-17.55896	-17.62999
1.24E+09	-8.774357	-8.839895	-8.758524	-8.739498	-8.807076	-8.885173	-8.798994	-8.799465	-8.897653	-8.83601	-8.920906	-8.905603	-8.799523	-8.811373	-17.76168	-17.84216
1.25E+09	-8.65564	-8.717005	-8.642307	-8.633341	-8.683659	-8.756804	-8.686436	-8.687729	-8.799746	-8.734623	-8.808539	-8.792768	-8.698483	-8.707346	-17.76015	-17.82906
1.26E+09	-8.569241	-8.636067	-8.542161	-8.546421	-8.579269	-8.662484	-8.581697	-8.594351	-8.695017	-8.624805	-8.703318	-8.692316	-8.587353	-8.600282	-17.5075	-17.57498
1.27E+09	-8.557192	-8.633841	-8.501453	-8.513696	-8.56402	-8.652224	-8.540901	-8.562473	-8.608912	-8.542544	-8.658186	-8.645989	-8.515299	-8.532497	-17.05047	-17.09935
1.28E+09	-8.641774	-8.735152	-8.539428	-8.562366	-8.636223	-8.735141	-8.581859	-8.624566	-8.544977	-8.48734	-8.691628	-8.691494	-8.512234	-8.531536	-16.556	-16.58591
1.29E+09	-8.810855	-8.922565	-8.665057	-8.690655	-8.785851	-8.88179	-8.708764	-8.762645	-8.58287	-8.529426	-8.816141	-8.817244	-8.592673	-8.620717	-16.20012	-16.21672
1.3E+09	-9.001221	-9.12569	-8.846651	-8.877357	-8.959156	-9.053991	-8.880665	-8.942199	-8.713037	-8.671343	-8.99431	-9.001323	-8.738761	-8.769826	-16.07056	-16.08458
1.31E+09	-9.14761	-9.27354	-9.004465	-9.031376	-9.107525	-9.199913	-9.047638	-9.105021	-8.876713	-8.846785	-9.167748	-9.177798	-8.902958	-8.940031	-16.11447	-16.14477
1.32E+09	-9.22818	-9.353701	-9.093872	-9.108037	-9.187243	-9.275577	-9.172623	-9.21479	-9.025737	-8.99719	-9.296069	-9.30034	-9.042053	-9.077273	-16.26543	-16.30677
1.33E+09	-9.245111	-9.357177	-9.089893	-9.091355	-9.195278	-9.281012	-9.234124	-9.257878	-9.120132	-9.089807	-9.355501	-9.357182	-9.130212	-9.159076	-16.50979	-16.55824
1.34E+09	-9.195245	-9.289955	-9.055558	-9.041349	-9.14694	-9.234406	-9.223469	-9.227962	-9.151298	-9.108947	-9.353057	-9.35256	-9.152302	-9.176552	-16.78622	-16.84922
1.35E+09	-9.091435	-9.173008	-8.989438	-8.972067	-9.060377	-9.143542	-9.139435	-9.131723	-9.116451	-9.06319	-9.294722	-9.298855	-9.118609	-9.139316	-17.02903	-17.09136
1.36E+09	-8.956463	-9.031951	-8.892228	-8.87643	-8.94292	-9.023026	-9.024948	-9.006504	-9.036821	-8.973471	-9.198463	-9.196429	-9.045637	-9.065526	-17.14345	-17.21166
