SDD21_Lower	SDD11_Upper	SCD22_Upper	SCC11_Upper	SCD21-SDD21_Upper
-17.16	-11.4624191175755	-18.2606671838635	-2	-10
-17.16	-11.4498178223982	-18.2529092319628	-2	-10
-17.16	-11.4372425898976	-18.2451512800621	-2	-10
-17.16	-11.4246933124877	-18.2373933281614	-2	-10
-17.16	-11.4121698832473	-18.2296353762607	-2	-10
-17.16	-11.3996721959145	-18.22187742436	-2	-10
-17.16	-11.3872001448815	-18.2141194724593	-2	-10
-17.16	-11.3747536251887	-18.2063615205586	-2	-10
-17.16	-11.3623325325202	-18.1986035686579	-2	-10
-17.16	-11.3499367631979	-18.1908456167572	-2	-10
-17.16	-11.3375662141764	-18.1830876648565	-2	-10
-17.16	-11.3252207830382	-18.1753297129558	-2	-10
-17.16	-11.3129003679884	-18.1675717610551	-2	-10
-17.16	-11.3006048678495	-18.1598138091544	-2	-10
-17.16	-11.2883341820566	-18.1520558572537	-2	-10
-17.16	-11.2760882106528	-18.144297905353	-2	-10
-17.16	-11.2638668542834	-18.1365399534523	-2	-10
-17.16	-11.251670014192	-18.1287820015516	-2	-10
-17.16	-11.2394975922152	-18.1210240496509	-2	-10
-17.16	-11.227349490778	-18.1132660977502	-2	-10
-17.16	-11.2152256128891	-18.1055081458495	-2	-10
-17.16	-11.2031258621364	-18.0977501939488	-2	-10
-17.16	-11.1910501426821	-18.0899922420481	-2	-10
-17.16	-11.1789983592582	-18.0822342901474	-2	-10
-17.16	-11.1669704171622	-18.0744763382467	-2	-10
-17.16	-11.1549662222527	-18.066718386346	-2	-10
-17.16	-11.1429856809445	-18.0589604344453	-2	-10
-17.16	-11.1310287002048	-18.0512024825446	-2	-10
-17.16	-11.1190951875483	-18.0434445306439	-2	-10
-17.16	-11.1071850510334	-18.0356865787432	-2	-10
-17.16	-11.0952981992578	-18.0279286268425	-2	-10
-17.16	-11.083434541354	-18.0201706749418	-2	-10
-17.16	-11.0715939869856	-18.0124127230411	-2	-10
-17.16	-11.0597764463427	-18.0046547711404	-2	-10
-17.16	-11.0479818301385	-17.9968968192397	-2	-10
-17.16	-11.0362100496042	-17.989138867339	-2	-10
-17.16	-11.0244610164862	-17.9813809154383	-2	-10
-17.16	-11.012734643041	-17.9736229635376	-2	-10
-17.16	-11.0010308420322	-17.9658650116369	-2	-10
-17.16	-10.9893495267261	-17.9581070597362	-2	-10
-17.16	-10.9776906108877	-17.9503491078355	-2	-10
-17.16	-10.9660540087776	-17.9425911559348	-2	-10
-17.16	-10.9544396351472	-17.9348332040341	-2	-10
-17.16	-10.942847405236	-17.9270752521334	-2	-10
-17.16	-10.9312772347671	-17.9193173002327	-2	-10
-17.16	-10.9197290399438	-17.911559348332	-2	-10
-17.16	-10.908202737446	-17.9038013964313	-2	-10
-17.16	-10.8966982444268	-17.8960434445306	-2	-10
-17.16	-10.8852154785084	-17.8882854926299	-2	-10
-17.16	-10.8737543577788	-17.8805275407292	-2	-10
-17.16	-10.8623148007887	-17.8727695888286	-2	-10
-17.16	-10.8508967265474	-17.8650116369279	-2	-10
-17.16	-10.8395000545196	-17.8572536850272	-2	-10
-17.16	-10.8281247046222	-17.8494957331265	-2	-10
-17.16	-10.8167705972206	-17.8417377812258	-2	-10
-17.16	-10.8054376531256	-17.8339798293251	-2	-10
-17.16	-10.79412579359	-17.8262218774244	-2	-10
-17.16	-10.7828349403051	-17.8184639255237	-2	-10
-17.16	-10.7715650153979	-17.810705973623	-2	-10
-17.16	-10.7603159414274	-17.8029480217223	-2	-10
-17.16	-10.749087641382	-17.7951900698216	-2	-10
-17.16	-10.7378800386756	-17.7874321179209	-2	-10
-17.16	-10.7266930571449	-17.7796741660202	-2	-10
-17.16	-10.7155266210464	-17.7719162141195	-2	-10
-17.16	-10.7043806550531	-17.7641582622188	-2	-10
-17.16	-10.6932550842514	-17.7564003103181	-2	-10
-17.16	-10.6821498341382	-17.7486423584174	-2	-10
-17.16	-10.6710648306181	-17.7408844065167	-2	-10
-17.16	-10.66	-17.733126454616	-2	-10
-17.16	-10.6489552689944	-17.7253685027153	-2	-10
-17.16	-10.6379305647106	-17.7176105508146	-2	-10
-17.16	-10.6269258146536	-17.7098525989139	-2	-10
-17.16	-10.6159409467214	-17.7020946470132	-2	-10
-17.16	-10.6049758892019	-17.6943366951125	-2	-10
-17.16	-10.5940305707706	-17.6865787432118	-2	-10
-17.16	-10.5831049204872	-17.6788207913111	-2	-10
-17.16	-10.5721988677933	-17.6710628394104	-2	-10
-17.16	-10.5613123425095	-17.6633048875097	-2	-10
-17.16	-10.5504452748326	-17.655546935609	-2	-10
-17.16	-10.5395975953332	-17.6477889837083	-2	-10
-17.16	-10.5287692349526	-17.6400310318076	-2	-10
-17.16	-10.5179601250006	-17.6322730799069	-2	-10
-17.16	-10.5071701971526	-17.6245151280062	-2	-10
-17.16	-10.4963993834473	-17.6167571761055	-2	-10
-17.16	-10.4856476162836	-17.6089992242048	-2	-10
-17.16	-10.4749148284187	-17.6012412723041	-2	-10
-17.16	-10.4642009529652	-17.5934833204034	-2	-10
-17.16	-10.4535059233884	-17.5857253685027	-2	-10
-17.16	-10.4428296735045	-17.577967416602	-2	-10
-17.16	-10.4321721374775	-17.5702094647013	-2	-10
-17.16	-10.4215332498171	-17.5624515128006	-2	-10
-17.16	-10.410912945376	-17.5546935608999	-2	-10
-17.16	-10.4003111593478	-17.5469356089992	-2	-10
-17.16	-10.3897278272646	-17.5391776570985	-2	-10
-17.16	-10.3791628849944	-17.5314197051978	-2	-10
-17.16	-10.3686162687392	-17.5236617532971	-2	-10
-17.16	-10.358087915032	-17.5159038013964	-2	-10
-17.16	-10.3475777607353	-17.5081458494957	-2	-10
-17.16	-10.3370857430383	-17.500387897595	-2	-10
-17.16	-10.3266117994548	-17.4926299456943	-2	-10
-17.16	-10.316155867821	-17.4848719937936	-2	-10
-17.16	-10.3057178862932	-17.4771140418929	-2	-10
-17.16	-10.2952977933458	-17.4693560899922	-2	-10
-17.16	-10.2848955277689	-17.4615981380915	-2	-10
-17.16	-10.2745110286661	-17.4538401861908	-2	-10
-17.16	-10.2641442354528	-17.4460822342901	-2	-10
-17.16	-10.2537950878535	-17.4383242823894	-2	-10
-17.16	-10.2434635259	-17.4305663304888	-2	-10
-17.16	-10.2331494899294	-17.4228083785881	-2	-10
-17.16	-10.2228529205818	-17.4150504266874	-2	-10
-17.16	-10.2125737587985	-17.4072924747867	-2	-10
-17.16	-10.2023119458197	-17.399534522886	-2	-10
-17.16	-10.1920674231827	-17.3917765709853	-2	-10
-17.16	-10.1818401327197	-17.3840186190846	-2	-10
-17.16	-10.1716300165561	-17.3762606671839	-2	-10
-17.16	-10.1614370171082	-17.3685027152832	-2	-10
-17.16	-10.1512610770817	-17.3607447633825	-2	-10
-17.16	-10.1411021394691	-17.3529868114818	-2	-10
-17.16	-10.1309601475484	-17.3452288595811	-2	-10
-17.16	-10.1208350448811	-17.3374709076804	-2	-10
-17.16	-10.1107267753099	-17.3297129557797	-2	-10
-17.16	-10.1006352829573	-17.321955003879	-2	-10
-17.16	-10.0905605122236	-17.3141970519783	-2	-10
-17.16	-10.0805024077848	-17.3064391000776	-2	-10
-17.16	-10.0704609145914	-17.2986811481769	-2	-10
-17.16	-10.0604359778658	-17.2909231962762	-2	-10
-17.16	-10.0504275431011	-17.2831652443755	-2	-10
-17.16	-10.0404355560592	-17.2754072924748	-2	-10
-17.16	-10.0304599627687	-17.2676493405741	-2	-10
-17.16	-10.0205007095237	-17.2598913886734	-2	-10
-17.16	-10.0105577428816	-17.2521334367727	-2	-10
-17.16	-10.0006310096616	-17.244375484872	-2	-10
-17.16	-9.99072045694307	-17.2366175329713	-2	-10
-17.16	-9.98082603206358	-17.2288595810706	-2	-10
-17.16	-9.97094768261746	-17.2211016291699	-2	-10
-17.16	-9.96108535645403	-17.2133436772692	-2	-10
-17.16	-9.95123900167599	-17.2055857253685	-2	-10
-17.16	-9.94140856663776	-17.1978277734678	-2	-10
-17.16	-9.93159399994386	-17.1900698215671	-2	-10
-17.16	-9.92179525044729	-17.1823118696664	-2	-10
-17.16	-9.91201226724795	-17.1745539177657	-2	-10
-17.16	-9.90224499969104	-17.166795965865	-2	-10
-17.16	-9.89249339736548	-17.1590380139643	-2	-10
-17.16	-9.88275741010236	-17.1512800620636	-2	-10
-17.16	-9.8730369879734	-17.1435221101629	-2	-10
-17.16	-9.86333208128938	-17.1357641582622	-2	-10
-17.16	-9.85364264059867	-17.1280062063615	-2	-10
-17.16	-9.84396861668565	-17.1202482544608	-2	-10
-17.16	-9.83430996056927	-17.1124903025601	-2	-10
-17.16	-9.82466662350153	-17.1047323506594	-2	-10
-17.16	-9.81503855696602	-17.0969743987587	-2	-10
-17.16	-9.80542571267644	-17.089216446858	-2	-10
-17.16	-9.79582804257516	-17.0814584949573	-2	-10
-17.16	-9.78624549883175	-17.0737005430566	-2	-10
-17.16	-9.77667803384162	-17.0659425911559	-2	-10
-17.16	-9.76712560022451	-17.0581846392552	-2	-10
-17.16	-9.75758815082314	-17.0504266873545	-2	-10
-17.16	-9.74806563870181	-17.0426687354538	-2	-10
-17.16	-9.73855801714499	-17.0349107835531	-2	-10
-17.16	-9.72906523965597	-17.0271528316524	-2	-10
-17.16	-9.71958725995547	-17.0193948797517	-2	-10
-17.16	-9.71012403198031	-17.011636927851	-2	-10
-17.16	-9.70067550988204	-17.0038789759504	-2	-10
-17.16	-9.69124164802567	-16.9961210240497	-2	-10
-17.16	-9.68182240098824	-16.988363072149	-2	-10
-17.16	-9.67241772355761	-16.9806051202483	-2	-10
-17.16	-9.66302757073111	-16.9728471683476	-2	-10
-17.16	-9.65365189771424	-16.9650892164469	-2	-10
-17.16	-9.64429065991944	-16.9573312645462	-2	-10
-17.16	-9.63494381296473	-16.9495733126455	-2	-10
-17.16	-9.62561131267253	-16.9418153607448	-2	-10
-17.16	-9.61629311506838	-16.9340574088441	-2	-10
-17.16	-9.60698917637967	-16.9262994569434	-2	-10
-17.16	-9.59769945303445	-16.9185415050427	-2	-10
-17.16	-9.58842390166017	-16.910783553142	-2	-10
-17.16	-9.57916247908248	-16.9030256012413	-2	-10
-17.16	-9.56991514232404	-16.8952676493406	-2	-10
-17.16	-9.56068184860328	-16.8875096974399	-2	-10
-17.16	-9.55146255533325	-16.8797517455392	-2	-10
-17.16	-9.54225722012045	-16.8719937936385	-2	-10
-17.16	-9.53306580076362	-16.8642358417378	-2	-10
-17.16	-9.52388825525259	-16.8564778898371	-2	-10
-17.16	-9.51472454176717	-16.8487199379364	-2	-10
-17.16	-9.50557461867595	-16.8409619860357	-2	-10
-17.16	-9.4964384445352	-16.833204034135	-2	-10
-17.16	-9.48731597808773	-16.8254460822343	-2	-10
-17.16	-9.47820717826177	-16.8176881303336	-2	-10
-17.16	-9.46911200416989	-16.8099301784329	-2	-10
-17.16	-9.46003041510784	-16.8021722265322	-2	-10
-17.16	-9.45096237055352	-16.7944142746315	-2	-10
-17.16	-9.44190783016586	-16.7866563227308	-2	-10
-17.16	-9.43286675378374	-16.7788983708301	-2	-10
-17.16	-9.42383910142494	-16.7711404189294	-2	-10
-17.16	-9.41482483328507	-16.7633824670287	-2	-10
-17.16	-9.40582390973651	-16.755624515128	-2	-10
-17.16	-9.39683629132739	-16.7478665632273	-2	-10
-17.16	-9.38786193878053	-16.7401086113266	-2	-10
-17.16	-9.37890081299239	-16.7323506594259	-2	-10
-17.16	-9.36995287503211	-16.7245927075252	-2	-10
-17.16	-9.36101808614042	-16.7168347556245	-2	-10
-17.16	-9.35209640772871	-16.7090768037238	-2	-10
-17.16	-9.34318780137796	-16.7013188518231	-2	-10
-17.16	-9.33429222883779	-16.6935608999224	-2	-10
-17.16	-9.32540965202546	-16.6858029480217	-2	-10
-17.16	-9.31654003302489	-16.678044996121	-2	-10
-17.16	-9.30768333408571	-16.6702870442203	-2	-10
-17.16	-9.29883951762226	-16.6625290923196	-2	-10
-17.16	-9.29000854621265	-16.6547711404189	-2	-10
-17.16	-9.28119038259784	-16.6470131885182	-2	-10
-17.16	-9.27238498968064	-16.6392552366175	-2	-10
-17.16	-9.2635923305248	-16.6314972847168	-2	-10
-17.16	-9.25481236835412	-16.6237393328161	-2	-10
-17.16	-9.24604506655145	-16.6159813809154	-2	-10
-17.16	-9.23729038865782	-16.6082234290147	-2	-10
-17.16	-9.22854829837154	-16.600465477114	-2	-10
-17.16	-9.21981875954728	-16.5927075252133	-2	-10
-17.16	-9.21110173619516	-16.5849495733126	-2	-10
-17.16	-9.20239719247987	-16.5771916214119	-2	-10
-17.16	-9.19370509271982	-16.5694336695112	-2	-10
-17.16	-9.18502540138619	-16.5616757176106	-2	-10
-17.16	-9.17635808310214	-16.5539177657099	-2	-10
-17.16	-9.16770310264188	-16.5461598138092	-2	-10
-17.16	-9.15906042492984	-16.5384018619085	-2	-10
-17.16	-9.15043001503983	-16.5306439100078	-2	-10
-17.16	-9.14181183819416	-16.5228859581071	-2	-10
-17.16	-9.13320585976282	-16.5151280062064	-2	-10
-17.16	-9.12461204526265	-16.5073700543057	-2	-10
-17.16	-9.11603036035648	-16.499612102405	-2	-10
-17.16	-9.10746077085236	-16.4918541505043	-2	-10
-17.16	-9.09890324270269	-16.4840961986036	-2	-10
-17.16	-9.09035774200342	-16.4763382467029	-2	-10
-17.16	-9.0818242349933	-16.4685802948022	-2	-10
-17.16	-9.07330268805297	-16.4608223429015	-2	-10
-17.16	-9.06479306770428	-16.4530643910008	-2	-10
-17.16	-9.05629534060944	-16.4453064391001	-2	-10
-17.16	-9.04780947357021	-16.4375484871994	-2	-10
-17.16	-9.03933543352721	-16.4297905352987	-2	-10
-17.16	-9.03087318755906	-16.422032583398	-2	-10
-17.16	-9.02242270288166	-16.4142746314973	-2	-10
-17.16	-9.01398394684741	-16.4065166795966	-2	-10
-17.16	-9.00555688694447	-16.3987587276959	-2	-10
-17.16	-8.99714149079598	-16.3910007757952	-2	-10
-17.16	-8.98873772615936	-16.3832428238945	-2	-10
-17.16	-8.9803455609255	-16.3754848719938	-2	-10
-17.16	-8.9719649631181	-16.3677269200931	-2	-10
-17.16	-8.96359590089288	-16.3599689681924	-2	-10
-17.16	-8.95523834253689	-16.3522110162917	-2	-10
-17.16	-8.94689225646777	-16.344453064391	-2	-10
-17.16	-8.93855761123303	-16.3366951124903	-2	-10
-17.16	-8.93023437550937	-16.3289371605896	-2	-10
-17.16	-8.92192251810193	-16.3211792086889	-2	-10
-17.16	-8.91362200794362	-16.3134212567882	-2	-10
-17.16	-8.90533281409443	-16.3056633048875	-2	-10
-17.16	-8.89705490574068	-16.2979053529868	-2	-10
-17.16	-8.88878825219443	-16.2901474010861	-2	-10
-17.16	-8.88053282289269	-16.2823894491854	-2	-10
-17.16	-8.87228858739683	-16.2746314972847	-2	-10
-17.16	-8.86405551539185	-16.266873545384	-2	-10
-17.16	-8.85583357668575	-16.2591155934833	-2	-10
-17.16	-8.84762274120882	-16.2513576415826	-2	-10
-17.16	-8.83942297901304	-16.2435996896819	-2	-10
-17.16	-8.83123426027136	-16.2358417377812	-2	-10
-17.16	-8.82305655527711	-16.2280837858805	-2	-10
-17.16	-8.81488983444332	-16.2203258339798	-2	-10
-17.16	-8.80673406830205	-16.2125678820791	-2	-10
-17.16	-8.79858922750383	-16.2048099301784	-2	-10
-17.16	-8.79045528281696	-16.1970519782777	-2	-10
-17.16	-8.78233220512688	-16.189294026377	-2	-10
-17.16	-8.77421996543561	-16.1815360744763	-2	-10
-17.16	-8.76611853486106	-16.1737781225756	-2	-10
-17.16	-8.75802788463642	-16.1660201706749	-2	-10
-17.16	-8.74994798610961	-16.1582622187742	-2	-10
-17.16	-8.74187881074258	-16.1505042668735	-2	-10
-17.16	-8.73382033011078	-16.1427463149728	-2	-10
-17.16	-8.72577251590252	-16.1349883630722	-2	-10
-17.16	-8.7177353399184	-16.1272304111715	-2	-10
-17.16	-8.70970877407066	-16.1194724592708	-2	-10
-17.16	-8.70169279038269	-16.1117145073701	-2	-10
-17.16	-8.69368736098833	-16.1039565554694	-2	-10
-17.16	-8.6856924581314	-16.0961986035687	-2	-10
-17.16	-8.67770805416501	-16.088440651668	-2	-10
-17.16	-8.66973412155109	-16.0806826997673	-2	-10
-17.16	-8.66177063285975	-16.0729247478666	-2	-10
-17.16	-8.65381756076877	-16.0651667959659	-2	-10
-17.16	-8.64587487806296	-16.0574088440652	-2	-10
-17.16	-8.63794255763368	-16.0496508921645	-2	-10
-17.16	-8.63002057247824	-16.0418929402638	-2	-10
-17.16	-8.62210889569938	-16.0341349883631	-2	-10
-17.16	-8.61420750050467	-16.0263770364624	-2	-10
-17.16	-8.60631636020602	-16.0186190845617	-2	-10
-17.16	-8.59843544821911	-16.010861132661	-2	-10
-17.16	-8.59056473806286	-16.0031031807603	-2	-10
-17.16	-8.58270420335892	-15.9953452288596	-2	-10
-17.16	-8.57485381783107	-15.9875872769589	-2	-10
-17.16	-8.56701355530478	-15.9798293250582	-2	-10
-17.16	-8.55918338970661	-15.9720713731575	-2	-10
-17.16	-8.55136329506377	-15.9643134212568	-2	-10
-17.16	-8.54355324550351	-15.9565554693561	-2	-10
-17.16	-8.53575321525269	-15.9487975174554	-2	-10
-17.16	-8.52796317863721	-15.9410395655547	-2	-10
-17.16	-8.52018311008154	-15.933281613654	-2	-10
-17.16	-8.51241298410821	-15.9255236617533	-2	-10
-17.16	-8.50465277533728	-15.9177657098526	-2	-10
-17.16	-8.49690245848588	-15.9100077579519	-2	-10
-17.16	-8.4891620083677	-15.9022498060512	-2	-10
-17.16	-8.48143139989251	-15.8944918541505	-2	-10
-17.16	-8.47371060806564	-15.8867339022498	-2	-10
-17.16	-8.46599960798753	-15.8789759503491	-2	-10
-17.16	-8.45829837485323	-15.8712179984484	-2	-10
-17.16	-8.45060688395194	-15.8634600465477	-2	-10
-17.16	-8.4429251106665	-15.855702094647	-2	-10
-17.16	-8.43525303047296	-15.8479441427463	-2	-10
-17.16	-8.42759061894007	-15.8401861908456	-2	-10
-17.16	-8.41993785172883	-15.8324282389449	-2	-10
-17.16	-8.41229470459205	-15.8246702870442	-2	-10
-17.16	-8.40466115337384	-15.8169123351435	-2	-10
-17.16	-8.3970371740092	-15.8091543832428	-2	-10
-17.16	-8.38942274252354	-15.8013964313421	-2	-10
-17.16	-8.3818178350322	-15.7936384794414	-2	-10
-17.16	-8.37422242774009	-15.7858805275407	-2	-10
-17.16	-8.36663649694112	-15.77812257564	-2	-10
-17.16	-8.35906001901788	-15.7703646237393	-2	-10
-17.16	-8.3514929704411	-15.7626066718386	-2	-10
-17.16	-8.34393532776926	-15.7548487199379	-2	-10
-17.16	-8.33638706764814	-15.7470907680372	-2	-10
-17.16	-8.32884816681043	-15.7393328161365	-2	-10
-17.16	-8.32131860207521	-15.7315748642358	-2	-10
-17.16	-8.3137983503476	-15.7238169123351	-2	-10
-17.16	-8.30628738861832	-15.7160589604344	-2	-10
-17.16	-8.29878569396323	-15.7083010085337	-2	-10
-17.16	-8.29129324354296	-15.700543056633	-2	-10
-17.16	-8.28381001460246	-15.6927851047323	-2	-10
-17.16	-8.2763359844706	-15.6850271528317	-2	-10
-17.16	-8.26887113055974	-15.677269200931	-2	-10
-17.16	-8.26141543036536	-15.6695112490303	-2	-10
-17.16	-8.2539688614656	-15.6617532971296	-2	-10
-17.16	-8.24653140152089	-15.6539953452289	-2	-10
-17.16	-8.23910302827356	-15.6462373933282	-2	-10
-17.16	-8.23168371954738	-15.6384794414275	-2	-10
-17.16	-8.22427345324724	-15.6307214895268	-2	-10
-17.16	-8.21687220735871	-15.6229635376261	-2	-10
-17.16	-8.20947995994764	-15.6152055857254	-2	-10
-17.16	-8.20209668915979	-15.6074476338247	-2	-10
-17.16	-8.19472237322046	-15.599689681924	-2	-10
-17.16	-8.18735699043406	-15.5919317300233	-2	-10
-17.16	-8.18000051918376	-15.5841737781226	-2	-10
-17.16	-8.17265293793109	-15.5764158262219	-2	-10
-17.16	-8.16531422521558	-15.5686578743212	-2	-10
-17.16	-8.15798435965438	-15.5608999224205	-2	-10
-17.16	-8.15066331994186	-15.5531419705198	-2	-10
-17.16	-8.14335108484928	-15.5453840186191	-2	-10
-17.16	-8.13604763322439	-15.5376260667184	-2	-10
-17.16	-8.12875294399107	-15.5298681148177	-2	-10
-17.16	-8.12146699614899	-15.522110162917	-2	-10
-17.16	-8.11418976877319	-15.5143522110163	-2	-10
-17.16	-8.10692124101377	-15.5065942591156	-2	-10
-17.16	-8.09966139209554	-15.4988363072149	-2	-10
-17.16	-8.09241020131761	-15.4910783553142	-2	-10
-17.16	-8.08516764805307	-15.4833204034135	-2	-10
-17.16	-8.07793371174864	-15.4755624515128	-2	-10
-17.16	-8.07070837192432	-15.4678044996121	-2	-10
-17.16	-8.06349160817302	-15.4600465477114	-2	-10
-17.16	-8.05628340016024	-15.4522885958107	-2	-10
-17.16	-8.04908372762372	-15.44453064391	-2	-10
-17.16	-8.04189257037308	-15.4367726920093	-2	-10
-17.16	-8.03470990828952	-15.4290147401086	-2	-10
-17.16	-8.02753572132542	-15.4212567882079	-2	-10
-17.16	-8.02036998950408	-15.4134988363072	-2	-10
-17.16	-8.01321269291932	-15.4057408844065	-2	-10
-17.16	-8.00606381173518	-15.3979829325058	-2	-10
-17.16	-7.99892332618561	-15.3902249806051	-2	-10
-17.16	-7.99179121657409	-15.3824670287044	-2	-10
-17.16	-7.98466746327334	-15.3747090768037	-2	-10
-17.16	-7.977552046725	-15.366951124903	-2	-10
-17.16	-7.97044494743927	-15.3591931730023	-2	-10
-17.16	-7.96334614599464	-15.3514352211016	-2	-10
-17.16	-7.95625562303754	-15.3436772692009	-2	-10
-17.16	-7.94917335928202	-15.3359193173002	-2	-10
-17.16	-7.94209933550947	-15.3281613653995	-2	-10
-17.16	-7.93503353256825	-15.3204034134988	-2	-10
-17.16	-7.92797593137343	-15.3126454615981	-2	-10
-17.16	-7.92092651290648	-15.3048875096974	-2	-10
-17.16	-7.91388525821491	-15.2971295577967	-2	-10
-17.16	-7.90685214841201	-15.289371605896	-2	-10
-17.16	-7.89982716467656	-15.2816136539953	-2	-10
-17.16	-7.89281028825247	-15.2738557020946	-2	-10
-17.16	-7.88580150044853	-15.2660977501939	-2	-10
-17.16	-7.87880078263808	-15.2583397982933	-2	-10
-17.16	-7.87180811625876	-15.2505818463926	-2	-10
-17.16	-7.86482348281213	-15.2428238944919	-2	-10
-17.16	-7.85784686386347	-15.2350659425912	-2	-10
-17.16	-7.85087824104144	-15.2273079906905	-2	-10
-17.16	-7.84391759603777	-15.2195500387898	-2	-10
-17.16	-7.83696491060703	-15.2117920868891	-2	-10
-17.16	-7.83002016656628	-15.2040341349884	-2	-10
-17.16	-7.82308334579485	-15.1962761830877	-2	-10
-17.16	-7.81615443023398	-15.188518231187	-2	-10
-17.16	-7.80923340188661	-15.1807602792863	-2	-10
-17.16	-7.80232024281705	-15.1730023273856	-2	-10
-17.16	-7.79541493515074	-15.1652443754849	-2	-10
-17.16	-7.78851746107394	-15.1574864235842	-2	-10
-17.16	-7.78162780283345	-15.1497284716835	-2	-10
-17.16	-7.77474594273639	-15.1419705197828	-2	-10
-17.16	-7.76787186314986	-15.1342125678821	-2	-10
-17.16	-7.7610055465007	-15.1264546159814	-2	-10
-17.16	-7.75414697527524	-15.1186966640807	-2	-10
-17.16	-7.747296132019	-15.11093871218	-2	-10
-17.16	-7.74045299933642	-15.1031807602793	-2	-10
-17.16	-7.73361755989063	-15.0954228083786	-2	-10
-17.16	-7.72678979640317	-15.0876648564779	-2	-10
-17.16	-7.71996969165369	-15.0799069045772	-2	-10
-17.16	-7.71315722847976	-15.0721489526765	-2	-10
-17.16	-7.70635238977657	-15.0643910007758	-2	-10
-17.16	-7.69955515849665	-15.0566330488751	-2	-10
-17.16	-7.69276551764966	-15.0488750969744	-2	-10
-17.16	-7.68598345030212	-15.0411171450737	-2	-10
-17.16	-7.67920893957715	-15.033359193173	-2	-10
-17.16	-7.67244196865421	-15.0256012412723	-2	-10
-17.16	-7.66568252076886	-15.0178432893716	-2	-10
-17.16	-7.65893057921253	-15.0100853374709	-2	-10
-17.16	-7.65218612733223	-15.0023273855702	-2	-10
-17.16	-7.64544914853033	-14.9945694336695	-2	-10
-17.16	-7.63871962626433	-14.9868114817688	-2	-10
-17.16	-7.63199754404657	-14.9790535298681	-2	-10
-17.16	-7.62528288544403	-14.9712955779674	-2	-10
-17.16	-7.61857563407808	-14.9635376260667	-2	-10
-17.16	-7.61187577362422	-14.955779674166	-2	-10
-17.16	-7.60518328781187	-14.9480217222653	-2	-10
-17.16	-7.5984981604241	-14.9402637703646	-2	-10
-17.16	-7.59182037529744	-14.9325058184639	-2	-10
-17.16	-7.58514991632159	-14.9247478665632	-2	-10
-17.16	-7.57848676743923	-14.9169899146625	-2	-10
-17.16	-7.57183091264577	-14.9092319627618	-2	-10
-17.16	-7.56518233598914	-14.9014740108611	-2	-10
-17.16	-7.55854102156951	-14.8937160589604	-2	-10
-17.16	-7.55190695353912	-14.8859581070597	-2	-10
-17.16	-7.54528011610202	-14.878200155159	-2	-10
-17.16	-7.53866049351386	-14.8704422032583	-2	-10
-17.16	-7.53204807008164	-14.8626842513576	-2	-10
-17.16	-7.52544283016353	-14.8549262994569	-2	-10
-17.16	-7.5188447581686	-14.8471683475562	-2	-10
-17.16	-7.51225383855665	-14.8394103956555	-2	-10
-17.16	-7.50567005583792	-14.8316524437548	-2	-10
-17.16	-7.49909339457296	-14.8238944918542	-2	-10
-17.16	-7.49252383937233	-14.8161365399535	-2	-10
-17.16	-7.48596137489645	-14.8083785880528	-2	-10
-17.16	-7.47940598585535	-14.8006206361521	-2	-10
-17.16	-7.47285765700843	-14.7928626842514	-2	-10
-17.16	-7.46631637316432	-14.7851047323507	-2	-10
-17.16	-7.45978211918062	-14.77734678045	-2	-10
-17.16	-7.45325487996367	-14.7695888285493	-2	-10
-17.16	-7.44673464046842	-14.7618308766486	-2	-10
-17.16	-7.44022138569811	-14.7540729247479	-2	-10
-17.16	-7.43371510070417	-14.7463149728472	-2	-10
-17.16	-7.42721577058594	-14.7385570209465	-2	-10
-17.16	-7.42072338049052	-14.7307990690458	-2	-10
-17.16	-7.41423791561251	-14.7230411171451	-2	-10
-17.16	-7.40775936119386	-14.7152831652444	-2	-10
-17.16	-7.40128770252363	-14.7075252133437	-2	-10
-17.16	-7.39482292493782	-14.699767261443	-2	-10
-17.16	-7.38836501381913	-14.6920093095423	-2	-10
-17.16	-7.38191395459682	-14.6842513576416	-2	-10
-17.16	-7.37546973274645	-14.6764934057409	-2	-10
-17.16	-7.36903233378973	-14.6687354538402	-2	-10
-17.16	-7.36260174329432	-14.6609775019395	-2	-10
-17.16	-7.35617794687359	-14.6532195500388	-2	-10
-17.16	-7.34976093018649	-14.6454615981381	-2	-10
-17.16	-7.34335067893732	-14.6377036462374	-2	-10
-17.16	-7.33694717887555	-14.6299456943367	-2	-10
-17.16	-7.33055041579562	-14.622187742436	-2	-10
-17.16	-7.32416037553677	-14.6144297905353	-2	-10
-17.16	-7.31777704398284	-14.6066718386346	-2	-10
-17.16	-7.31140040706208	-14.5989138867339	-2	-10
-17.16	-7.30503045074697	-14.5911559348332	-2	-10
-17.16	-7.29866716105401	-14.5833979829325	-2	-10
-17.16	-7.2923105240436	-14.5756400310318	-2	-10
-17.16	-7.28596052581979	-14.5678820791311	-2	-10
-17.16	-7.27961715253012	-14.5601241272304	-2	-10
-17.16	-7.27328039036546	-14.5523661753297	-2	-10
-17.16	-7.26695022555978	-14.544608223429	-2	-10
-17.16	-7.26062664439003	-14.5368502715283	-2	-10
-17.16	-7.25430963317593	-14.5290923196276	-2	-10
-17.16	-7.24799917827978	-14.5213343677269	-2	-10
